bookID,title,short_title
11506, The Old Bell of Independence; Or, Philadelphia in 1776,The Old Bell of Independence; Or, Philadelphia in 1776
11659, The World's Greatest Books - Volume 08 - Fiction,The World's Greatest Books - Volume 08 - Fiction
1167, A Strange Disappearance,A Strange Disappearance
11731, Virginia: the Old Dominion|As seen from its colonial waterway, the historic river James, whose every succeeding turn reveals country replete with monuments and scenes recalling the march of history and its figures from the days of Captain John Smith to the present time,Virginia: the Old Dominion
11896, Citizen Bird: Scenes from Bird-Life in Plain English for Beginners,Citizen Bird: Scenes from Bird-Life in Plain English for Beginners
11904, Ailsa Paige: A Novel,Ailsa Paige: A Novel
12027, Crime: Its Cause and Treatment,Crime: Its Cause and Treatment
12092, The Oxford Movement; Twelve Years, 1833-1845,The Oxford Movement; Twelve Years, 1833-1845
12104, Ethelyn's Mistake,Ethelyn's Mistake
12131, A Golden Venture|The Lady of the Barge and Others, Part 11.,A Golden Venture
12170, The Wolf Hunters: A Tale of Adventure in the Wilderness,The Wolf Hunters: A Tale of Adventure in the Wilderness
12337, Dickens in Camp,Dickens in Camp
12360, The Top of the World,The Top of the World
12436, The Night Horseman,The Night Horseman
12519, The Virginia Housewife|Or Methodical Cook,The Virginia Housewife
12817, Robert Browning,Robert Browning
12890, Elizabethan Demonology|An Essay in Illustration of the Belief in the Existence of Devils, and the Powers Possessed By Them, as It Was Generally Held during the Period of the Reformation, and the Times Immediately Succeeding; with Special Reference to Shakspere and His Works,Elizabethan Demonology
13042, Knickerbocker's History of New York, Complete,Knickerbocker's History of New York, Complete
13064, Persia Revisited,Persia Revisited
13376, Our Legal Heritage, King AEthelbert, 596 to King George III, 1775,Our Legal Heritage, King AEthelbert, 596 to King George III, 1775
13403, English Travellers of the Renaissance,English Travellers of the Renaissance
13425, Wit Without Money; A Comedy|The Works of Francis Beaumont and John Fletcher,Wit Without Money; A Comedy
1364, Tom Swift and His Electric Locomotive; Or, Two Miles a Minute on the Rails,Tom Swift and His Electric Locomotive; Or, Two Miles a Minute on the Rails
13749, Around the World on a Bicycle - Volume II|From Teheran To Yokohama,Around the World on a Bicycle - Volume II
13801, Harvest,Harvest
13824, The National Preacher, Vol. 2 No. 7 Dec. 1827|Or Original Monthly Sermons from Living Ministers, Sermons XXVI. and|XXVII.,The National Preacher, Vol. 2 No. 7 Dec. 1827
13906, Conception Control and Its Effects on the Individual and the Nation,Conception Control and Its Effects on the Individual and the Nation
1391, Penelope's Irish Experiences,Penelope's Irish Experiences
14060, Mr. Britling Sees It Through,Mr. Britling Sees It Through
14086, Carry On: Letters in War-Time,Carry On: Letters in War-Time
1413, Tom Tiddler's Ground,Tom Tiddler's Ground
14614, Sister Teresa,Sister Teresa
14723, How It Happened,How It Happened
1500, King Henry VI, First Part,King Henry VI, First Part
15029, Kit of Greenacre Farm,Kit of Greenacre Farm
15140, Washington's Birthday|Its history, observance, spirit, and significance as related in prose and verse, with a selection from Washington's speeches and writings,Washington's Birthday
15320, The Romance of the Milky Way, and Other Studies & Stories,The Romance of the Milky Way, and Other Studies & Stories
15383, The Photoplay|A Psychological Study,The Photoplay
15392, American Eloquence, Volume 2|Studies In American Political History (1896),American Eloquence, Volume 2
15419, Letters to a Daughter and A Little Sermon to School Girls,Letters to a Daughter and A Little Sermon to School Girls
15426, Pixy's Holiday Journey,Pixy's Holiday Journey
15454, Imperium in Imperio: A Study of the Negro Race Problem. A Novel,Imperium in Imperio: A Study of the Negro Race Problem. A Novel
1552, The Lock and Key Library: The Most Interesting Stories of All Nations: North Europe - Russian - Swedish - Danish - Hungarian,The Lock and Key Library: The Most Interesting Stories of All Nations: North Europe - Russian - Swedish - Danish - Hungarian
1562, Little Rivers: A Book of Essays in Profitable Idleness,Little Rivers: A Book of Essays in Profitable Idleness
1564, Boswell's Life of Johnson|Abridged and edited, with an introduction by Charles Grosvenor Osgood,Boswell's Life of Johnson
16055, Shakespeare and Precious Stones|Treating of the Known References of Precious Stones in Shakespeare's Works, with Comments as to the Origin of His Material, the Knowledge of the Poet Concerning Precious Stones, and References as to Where the Precious Stones of His Time Came from,Shakespeare and Precious Stones
1606, Kenilworth,Kenilworth
1608, Camille (La Dame aux Camilias),Camille (La Dame aux Camilias)
16091, Dorothy Dale's Camping Days,Dorothy Dale's Camping Days
1610, The Bible, Douay-Rheims, Old Testament - Part 2,The Bible, Douay-Rheims, Old Testament - Part 2
16197, One Third Off,One Third Off
16232, The Culture of Vegetables and Flowers From Seeds and Roots|16th Edition,The Culture of Vegetables and Flowers From Seeds and Roots
16423, A Coal From The Altar, To Kindle The Holy Fire of Zeale|In a Sermon Preached at a Generall Visitation at Ipswich,A Coal From The Altar, To Kindle The Holy Fire of Zeale
16663, The Tale of Solomon Owl,The Tale of Solomon Owl
16691, Fifth Avenue,Fifth Avenue
1680, At the Sign of the Cat and Racket,At the Sign of the Cat and Racket
1685, The Mystery of the Yellow Room,The Mystery of the Yellow Room
16930, A Short History of Russia,A Short History of Russia
17032, The Lieutenant and Commander|Being Autobigraphical Sketches of His Own Career, from Fragments of Voyages and Travels,The Lieutenant and Commander
17059, The Submarine Boys for the Flag|Deeding Their Lives to Uncle Sam,The Submarine Boys for the Flag
17154, The Condition, Elevation, Emigration, and Destiny of the Colored People of the United States,The Condition, Elevation, Emigration, and Destiny of the Colored People of the United States
17198, The Botanical Magazine, Vol. 01|Or, Flower-Garden Displayed,The Botanical Magazine, Vol. 01
17332, History of Egypt From 330 B.C. To the Present Time, Volume 12 (of 12),History of Egypt From 330 B.C. To the Present Time, Volume 12 (of 12)
1734, The Secret Places of the Heart,The Secret Places of the Heart
17476, Talks on Talking,Talks on Talking
17498, When Knighthood Was in Flower|or, the Love Story of Charles Brandon and Mary Tudor the King's Sister, and Happening in the Reign of His August Majesty King Henry the Eighth,When Knighthood Was in Flower
17689, Sea Warfare,Sea Warfare
17793, The Debtor: A Novel,The Debtor: A Novel
17872, Gifts of Genius: A Miscellany of Prose and Poetry by American Authors,Gifts of Genius: A Miscellany of Prose and Poetry by American Authors
18185, The Danger Mark,The Danger Mark
1834, The Case of the Pocket Diary Found in the Snow,The Case of the Pocket Diary Found in the Snow
18378, Catholic Problems in Western Canada,Catholic Problems in Western Canada
18418, A Crooked Path: A Novel,A Crooked Path: A Novel
1845, Zuleika Dobson; Or, An Oxford Love Story,Zuleika Dobson; Or, An Oxford Love Story
18514, The Black-Sealed Letter|Or, The Misfortunes of a Canadian Cockney.,The Black-Sealed Letter
18521, An Expository Outline of the Vestiges of the Natural History of Creation|With a Notice of the Author's Explanations: A Sequel to the Vestiges,An Expository Outline of the Vestiges of the Natural History of Creation
18595, The Life of George Washington, Vol. 5|Commander in Chief of the American Forces During the War|which Established the Independence of his Country and First|President of the United States,The Life of George Washington, Vol. 5
18626, The Tale of Major Monkey,The Tale of Major Monkey
18734, The Wit and Humor of America, Volume III. (of X.),The Wit and Humor of America, Volume III. (of X.)
18739, Zophiel|A Poem,Zophiel
1874, The Railway Children,The Railway Children
18847, The White Sister,The White Sister
18855, The Return,The Return
1887, The Life of the Spider,The Life of the Spider
19004, The Customs of Old England,The Customs of Old England
19019, Aids to Forensic Medicine and Toxicology,Aids to Forensic Medicine and Toxicology
19056, Thoughts on Educational Topics and Institutions,Thoughts on Educational Topics and Institutions
19079, The Adventures of Lightfoot the Deer,The Adventures of Lightfoot the Deer
1930, Penguin Island,Penguin Island
19336, The Tangled Threads,The Tangled Threads
19370, Ullr Uprising,Ullr Uprising
19371, The Forfeit,The Forfeit
19388, The Sagebrusher: A Story of the West,The Sagebrusher: A Story of the West
19518, Siouan Sociology,Siouan Sociology
19595, Essays on Various Subjects, Principally Designed for Young Ladies,Essays on Various Subjects, Principally Designed for Young Ladies
19757, 'Return Loads' to Increase Transport Resources by Avoiding Waste of Empty Vehicle Running.,'Return Loads' to Increase Transport Resources by Avoiding Waste of Empty Vehicle Running.
19877, Jack Haydon's Quest,Jack Haydon's Quest
19980, A Joy For Ever (and Its Price in the Market),A Joy For Ever (and Its Price in the Market)
2009, The Origin of Species by Means of Natural Selection|Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition,The Origin of Species by Means of Natural Selection
20101, Under Fire,Under Fire
20121, Lone Star Planet,Lone Star Planet
20323, That Stick,That Stick
20583, The Tribes and Castes of the Central Provinces of India, Volume 1,The Tribes and Castes of the Central Provinces of India, Volume 1
20644, The Book of Hallowe'en,The Book of Hallowe'en
20879, Critical Miscellanies, Vol. 1, Essay 3: Byron,Critical Miscellanies, Vol. 1, Essay 3: Byron
20922, The Young Treasure Hunter; Or, Fred Stanley's Trip to Alaska,The Young Treasure Hunter; Or, Fred Stanley's Trip to Alaska
20980, A Survey of Russian Literature, with Selections,A Survey of Russian Literature, with Selections
21188, Tom Swift and His Giant Telescope,Tom Swift and His Giant Telescope
21358, The Ocean Cat's Paw: The Story of a Strange Cruise,The Ocean Cat's Paw: The Story of a Strange Cruise
21401, In New Granada; Or, Heroes and Patriots,In New Granada; Or, Heroes and Patriots
21494, Trapped by Malays: A Tale of Bayonet and Kris,Trapped by Malays: A Tale of Bayonet and Kris
21897, An Incident on Route 12,An Incident on Route 12
22063, The Trail of '98: A Northland Romance,The Trail of '98: A Northland Romance
22085, Sir Jagadis Chunder Bose, His Life and Speeches,Sir Jagadis Chunder Bose, His Life and Speeches
221, The Return of Sherlock Holmes,The Return of Sherlock Holmes
22100, Slavery and Four Years of War, Vol. 1-2|A Political History of Slavery in the United States Together|With a Narrative of the Campaigns and Battles of the Civil|War In Which the Author Took Part: 1861-1865,Slavery and Four Years of War, Vol. 1-2
22210, In the Forbidden Land|An account of a journey in Tibet, capture by the Tibetan authorities, imprisonment, torture and ultimate release,In the Forbidden Land
224, A Pair of Blue Eyes,A Pair of Blue Eyes
22568, Blue Aloes: Stories of South Africa,Blue Aloes: Stories of South Africa
22766, Electricity for Boys,Electricity for Boys
23338, The Rubaiyat of Ohow Dryyam|With Apologies to Omar,The Rubaiyat of Ohow Dryyam
23339, Indirection,Indirection
23388, Wrecked but not Ruined,Wrecked but not Ruined
23513, Old Jabe's Marital Experiments|1908,Old Jabe's Marital Experiments
23533, A War-time Journal, Germany 1914 and German Travel Notes,A War-time Journal, Germany 1914 and German Travel Notes
23557, The Crucial Moment|1911,The Crucial Moment
23569, Christmas Holidays at Merryvale|The Merryvale Boys,Christmas Holidays at Merryvale
23581, Opportunities in Aviation,Opportunities in Aviation
23684, Keats: Poems Published in 1820,Keats: Poems Published in 1820
23695, The Little Gray Lady|1909,The Little Gray Lady
2381, Actions and Reactions,Actions and Reactions
23944, Bulbs and Blossoms,Bulbs and Blossoms
24148, Waring's Peril,Waring's Peril
24202, One Man's Initiation-1917,One Man's Initiation-1917
24321, Tea Leaves|Being a Collection of Letters and Documents relating to|the shipment of Tea to the American Colonies in the year|1773, by the East India Tea Company. (With an introduction,|notes, and biographical notices of the Boston Tea Party),Tea Leaves
24352, Land of the Burnt Thigh,Land of the Burnt Thigh
24415, Proud and Lazy: A Story for Little Folks,Proud and Lazy: A Story for Little Folks
24428, Our Fathers Have Told Us|Part I. The Bible of Amiens,Our Fathers Have Told Us
24662, The Grateful Indian, and Other Stories,The Grateful Indian, and Other Stories
24684, Science and Morals and Other Essays,Science and Morals and Other Essays
24972, Reminiscences of Forts Sumter and Moultrie in 1860-'61,Reminiscences of Forts Sumter and Moultrie in 1860-'61
25106, The Gallant, Good Riou, and Jack Renton|1901,The Gallant, Good Riou, and Jack Renton
2522, A Dark Night's Work,A Dark Night's Work
25302, Jack|1877,Jack
25304, The Shadow On The Dial, and Other Essays|1909,The Shadow On The Dial, and Other Essays
25466, Little Bobtail; or, The Wreck of the Penobscot.,Little Bobtail; or, The Wreck of the Penobscot.
25654, Stories of King Arthur's Knights, Told to the Children by Mary MacGregor,Stories of King Arthur's Knights, Told to the Children by Mary MacGregor
25689, The Secret Witness,The Secret Witness
25973, Birds of the Rockies,Birds of the Rockies
26016, The Young Outlaw; or, Adrift in the Streets,The Young Outlaw; or, Adrift in the Streets
26204, A Letter from the Lord Bishop of London, to the Clergy and People of London and Westminster; On Occasion of the Late Earthquakes,A Letter from the Lord Bishop of London, to the Clergy and People of London and Westminster; On Occasion of the Late Earthquakes
26218, The Young Oarsmen of Lakeview,The Young Oarsmen of Lakeview
26257, The Boy Scouts on the Yukon,The Boy Scouts on the Yukon
2630, The Interpreters of Genesis and the Interpreters of Nature|Essay #4 from Science and Hebrew Tradition,The Interpreters of Genesis and the Interpreters of Nature
