authorID,fullName
b500334,"Daniel, O'Connell"
b500335,"W. H. (William Henry), Rhodes"
b500336,"Angela, Brazil"
b500337,"N. (Nell Marion), Tenison"
b500338,"George William Erskine, Russell"
b500339,"Mary Frances, Sandars"
b50034,"William, Canton"
b500340,"J. Jay (John Jay), Smith"
b500341,"Graham M., Dean"
b500342,"Talbot Baines, Reed"
b500343,"Oliver, Herford"
b500344,"John, Oxley"
b500345,"Arnold Henry Savage, Landor"
b500346,"Bess, Moyer"
b500347,"S. Emma E. (Sarah Emma Evelyn), Edmonds"
b500348,"John Maxwell, Forbes"
b500349,"Georg, Brandes"
b50035,"T. H. (Thomas Heath), Robinson"
b500350,"G. A. (George Alfred), Henty"
b500351,"William, Tyndale"
b500352,"James, Simson"
b500353,"Walter, Simson"
b500354,"United, Non"
b500355,"\xc6neas MacDonell, Dawson"
b500356,"Douglas, Cockerell"
b500357,"W. R. (William Richard), Lethaby"
b500358,"Noel, Rooke"
b500359,"Kate Langley, Bosher"
b500360,"John, Spargo"
b500361,"Eliza Lee Cabot, Follen"
b500362,"John, Campbell"
b500363,"Ameen Fares, Rihani"
b500364,"James Lane, Allen"
b500365,"Sigismond de, Ivanowski"
b500367,"Thomas, Whittaker"
b500368,"Richard, Barnfield"
b500369,"J. O. (James Orchard), Halliwell-Phillipps"
b50037,"J. T. (John Thomas), Arlidge"
b500370,"Ethel Franklin, Betts"
b500371,"Frances Hodgson, Burnett"
b500372,"R. G. (Robert Gordon), Latham"
b500373,"John Henry, Goldfrap"
b500374,"Ernest Dunlop, Swinton"
b500376,"Charles, King"
b500377,"Emilie K. (Emilie Kip), Baker"
b500379,"C. L. (Charles Landon), Goodrich"
b50038,"Walter, Winans"
b500380,"Rafael, Sabatini"
b500381,"Thomas Henry, Huxley"
b500382,"Nathaniel, Hawthorne"
b500383,"Michael, Fairless"
b500384,"Will F., Taylor"
b500385,"Edgar Beecher, Bronson"
b500386,"Elizabeth, Harrison"
b500387,"J. E. (Jan Ernst), Heeres"
b500388,"Alan, Cogan"
b500389,"Don, Marquis"
b50039,"Richard M. (Richard Milhous), Nixon"
b500390,"Richard Francis, Weymouth"
b500391,"F. C. (Frederick Coffay), Yohn"
b500392,"Meredith, Nicholson"
b500393,"James Hudson, Taylor"
b500394,"Honoré, Morrow"
b500395,"John, Blaine"
b500396,"E. A., Furman"
b500397,"Salomon, Reinach"
b500398,"William Edward, Frye"
b500399,"Hulbert, Footner"
b5004,"Ethel M., Naish"
b500400,"William Wallace, Cook"
b500401,"J. H. (Joseph Holt), Ingraham"
b500402,"John, Masefield"
b500403,"William, Le Queux"
b500404,"William Henry Oliphant, Smeaton"
b500405,"Max, Brand"
b500406,"Victor, Appleton"
b500407,"Hal, Hurst"
b500408,"Otto von, Kotzebue"
b500409,"A. O. (Arthur O.), Scott"
b50041,"Johann Conrad, Amman"
b500410,"Nell, Speed"
b500411,"James, Stonehouse"
b500412,"Lucy Helen Muriel, Soulsby"
b500413,"Marie Connor, Leighton"
b500414,"Lucy Fitch, Perkins"
b500415,"Evelyn E., Smith"
b500416,"Ed, Emshwiller"
b500417,"W. J. (William James), Henderson"
b500418,"John, Milton"
b500419,"H. C. (Henry Charles), Beeching"
b50042,"F. Marion (Francis Marion), Crawford"
b500420,"George Pierce, Baker"
b500421,"Harry, Moore"
b500422,"John M. (John Morgan), Landrum"
b500423,"J. Macdonald (James Macdonald), Oxley"
b500424,"William Hayman, Cummings"
b500425,"George Bird, Grinnell"
b500426,"Boone, Non"
b500427,"Theodore, Roosevelt"
b500428,"Keith, Laumer"
b500429,"Percy James, Brebner"
b50043,"George, Gissing"
b500430,"Charles, Klein"
b500431,"Charlotte M., Brame"
b500432,"J. Walker (Joseph Walker), McSpadden"
b500433,"Edmund, Dulac"
b500434,"Albert Bigelow, Paine"
b500435,"Ruth McEnery, Stuart"
b500436,"J. André, Castaigne"
b500437,"Owen, Johnson"
b500438,"Louise, Brooks"
b500439,"Johanna, Spyri"
b50044,"Carl, N\xe4geli"
b500440,"Frederick Samuel, Dellenbaugh"
b500441,"Norman, Collie"
b500442,"Corinne, Turner"
b500443,"Helen Beecher, Long"
b500444,"T. S. (Timothy Shay), Arthur"
b500445,"Francis C. (Francis Channing), Woodworth"
b500446,"Thomas H. (Thomas Huston), Macbride"
b500447,"O. W. (Oscar William), Coursey"
b500448,"J. (John), Lyth"
b500449,"Archibald J. (Archibald John), Wolfe"
b50045,"Gerald Stanley, Lee"
b500450,"William, Walton"
b500451,"Jean François Paul de Gondi de, Retz"
b500452,"Kelly, Freas"
b500453,"M. I., Mayfield"
b500454,"Jane L. (Jane Lincoln), Hoxie"
b500455,"Eleanor, Gates"
b500456,"George Henry, Makins"
b500457,"Mary J., Safford"
b500458,"J. L., Campbell"
b500459,"Paul G. (Paul Goodwin), Redington"
b50046,"Andrew, Lang"
b500460,"Stanley Paul, Young"
b500461,"Angus, Mackay"
b500462,"John, Galsworthy"
b500464,"J. H. (Joseph Henry), Shorthouse"
b500465,"Sylvester, Mowry"
b500466,"C. A. (Caroline Augusta), Frazer"
b500467,"Mary L., Lewes"
b500468,"Joseph, Conrad"
b500469,"Dan Sayre, Groesbeck"
b50047,"David, MacRitchie"
b500470,"V. E. (Valentine Edward), Johnson"
b500471,"Elmer W. (Elmer Warren), Cavins"
b500472,"Edwin C. (Edwin Crawford), Hewett"
b500473,"Maurice, Hewlett"
b500474,"Arthur Conan, Doyle"
b500475,"William Dean, Howells"
b500476,"Damon, Knight"
b500477,"Aleksandr Sergeevich, Pushkin"
b500478,"H., Twitchell"
b500479,"Louis I. (Louis Ignatius), Bredvold"
b50048,"Sam, Merwin"
b500480,"Samuel, Cobb"
b500481,"John, Habberton"
b500482,"Hazel, Frazee"
b500483,"Harold, Bindloss"
b500484,"W. Herbert, Dunton"
b500485,"J. Holland (John Holland), Rose"
b500486,"Alexander H., Chorney"
b500487,"Henry, Gally"
b500488,"William, Lawrence"
b500489,"George, Nugent-Bankes"
b50049,"James, Vincent"
b500490,"William Aldis, Wright"
b500491,"Edward, FitzGerald"
b500492,"Lina, Eckenstein"
b500493,"Wilhelm, Hauff"
b500494,"Edmund, Mitchell"
b500495,"Eliza Buckminster, Lee"
b500496,"Thomas Adolphus, Trollope"
b500497,"Joseph Crosby, Lincoln"
b500498,"Allen, Chaffee"
b500499,"Dorothy Pulis, Lathrop"
b5005,"H. G. (Herbert George), Wells"
b50050,"Richard, Doyle"
b500500,"James D. (James Daniel), Richardson"
b500501,"Edward Joseph Harrington, O'Brien"
b500502,"James B. (James Beardsley), Hendryx"
b500503,"Amelia E., Barr"
b500504,"Ferdinand, Gregorovius"
b500505,"John Leslie, Garner"
b500506,"Geoffrey, Clarke"
b500507,"H. L., Broekstad"
b500508,"Peter Christen, Asbjørnsen"
b500509,"Mary Finley, Leonard"
b50051,"Leigh, Hunt"
b500510,"Eugene, Field"
b500511,"William Edward, Duellman"
b500513,"Arthur, Mee"
b500514,"Ben, Macomber"
b500515,"Cale Young, Rice"
b500516,"Lord, Dunsany"
b500517,"John T. (John Tinney), McCutcheon"
b500518,"Irvin S. (Irvin Shrewsbury), Cobb"
b500519,"Robert, Arnot"
b50052,"William, Shakespeare"
b500520,"Omar, Non"
b500521,"J. B. (Jean Baptiste), Nicolas"
b500522,"Edward, Heron-Allen"
b500523,"E. H. (Edward Henry), Whinfield"
b500524,"L., Williams"
b500525,"Giordano, Bruno"
b500526,"S. R. (Samuel Rutherford), Crockett"
b500527,"Walter, Scott"
b500528,"Ian, Maclaren"
b500529,"William Edmondstoune, Aytoun"
b50053,"Anna Bartlett, Warner"
b500530,"J. M. (James Matthew), Barrie"
b500531,"Robert Louis, Stevenson"
b500532,"Clarence H. (Clarence Herbert), Rowe"
b500533,"Edwin L. (Edwin Legrand), Sabin"
b500534,"Willis Overton, Harris"
b500535,"Humphrey, Robinson"
b500536,"Charles D. (Charles Debrille), Poston"
b500537,"Madeline, Leslie"
b500538,"Charles A. (Charles Augustus), Goodrich"
b500539,"William F., Fleming"
b50054,"Abner, Stocking"
b500540,"John, Morley"
b500541,"Archibald Henry, Grimké"
b500542,"Charles C., Cook"
b500543,"Francis J. (Francis James), Grimké"
b500544,"Kelly, Miller"
b500545,"John L., Love"
b500546,"John, Hope"
b500547,"Orvey S., Barrett"
b500548,"John N. (John Neville), Wheeler"
b500549,"Christy, Mathewson"
b50055,"Guy, Thorne"
b500550,"Katharine Susannah, Prichard"
b50056,"William, Ludlow"
b50057,"Mary Jane, Holmes"
b50058,"Justin, McCarthy"
b50059,"Frederic, Harrison"
b5006,"William Carew, Hazlitt"
b50061,"Desmond, MacCarthy"
b50062,"Andrew, Kippis"
b50063,"George Manville, Fenn"
b50064,"Frank, Dadd"
b50065,"James, Waring"
b50066,"Honoré de, Balzac"
b50067,"Henry Herbert, Knibbs"
b50068,"Martin Grove, Brumbaugh"
b50069,"R. A. (Rudolph Adams), Van Middeldyk"
b5007,"Robert, Dodsley"
b50070,"G. K. (Gilbert Keith), Chesterton"
b50071,"James, Farrer"
b50072,"Howard Roger, Garis"
b50073,"Edna Kingsley, Wallace"
b50074,"Katharine, Tynan"
b50075,"Edgar Rice, Burroughs"
b50076,"William L. (William Leete), Stone"
b50077,"R. M. (Robert Michael), Ballantyne"
b50078,"Archibald, Webb"
b50079,"William, Pittenger"
b5008,"Universal, Non"
b50080,"Edward Ellis, Morris"
b50081,"Henry, Fielding"
b50082,"Charles Dudley, Warner"
b50083,"Mark, Twain"
b50084,"K. Langloh (Katie Langloh), Parker"
b50085,"T. Bailey (Thomas Bailey), Saunders"
b50086,"Arthur, Schopenhauer"
b50087,"Adolf, Streckfuss"
b50088,"A. L. (Annis Lee), Wister"
b50089,"Mary, Prince"
b5009,"William Hope, Hodgson"
b50090,"P. W. (Patrick Weston), Joyce"
b50091,"Andy, Adams"
b50092,"Mary Richards, Gray"
b50093,"Joseph, Spillman"
b50094,"Arthur Henry, Chamberlain"
b50095,"Richard, Davey"
b50096,"Macmillan, Non"
b50097,"J. J., Smith"
b50098,"George Adam, Smith"
c10001,"Sarah Orne, Jewett"
c100010,"Hablot Knight, Browne"
c1000100,"A. C. (Albert Charles), Seward"
c1000101,"Jean de, La Fontaine"
c1000102,"John, Marshall"
c1000103,"William John, Locke"
c1000104,"Gustave, Doré"
c1000105,"Dante, Non"
c1000106,"Henry Francis, Cary"
c1000107,"Thomas, Jefferson"
c1000108,"Matilde, Serao"
c1000109,"John William, Burgon"
c100011,"Andrew, Lang"
c1000110,"Sewell, Ford"
c1000111,"J. R. (James Russell), Miller"
c1000112,"Francis C. (Francis Channing), Woodworth"
c1000113,"W., Boucher"
c1000114,"H. R. (Harold Robert), Millar"
c1000115,"E. (Edith), Nesbit"
c1000116,"Graham M., Dean"
c1000117,"Lewis Sprague, Mills"
c1000118,"P. H. (Pieter Hendrick), Kritzinger"
c1000119,"R. D. (Roelof Daniel), Mc Donald"
c100012,"H. J. (Henry Justice), Ford"
c1000120,"Edgar Lee, Masters"
c1000121,"James T. (James Thomas), Nichols"
c1000122,"Kenneth, Grahame"
c1000123,"Norman, Duncan"
c1000124,"Robert, Hoskins"
c1000125,"Arthur, Quiller-Couch"
c1000126,"Sax, Rohmer"
c1000127,"Charles W. (Charles Waddell), Chesnutt"
c1000129,"William O. S., Gilly"
c100013,"Nathaniel, Hawthorne"
c1000130,"Alice B., Emerson"
c1000131,"Jean-Jacques, Rousseau"
c1000132,"George, MacDonald"
c1000133,"R. D. (Richard Doddridge), Blackmore"
c1000134,"Thomas, Carlyle"
c1000135,"Rosa M. (Rosa Mulholland), Gilbert"
c1000136,"Amelia E., Barr"
c1000137,"Mary Ethel, McAuley"
c1000138,"George L. (George Lewis), Herr"
c1000139,"James, Baldwin"
c100014,"Mary Harris Toy, Dodge"
c1000140,"Mabel Borton, Beebe"
c1000141,"Howard, Trueman"
c1000142,"Thomas A. E. (Thomas Addis Emmett), Holcomb"
c1000143,"Esaias, Tegnér"
c1000144,"Martha A. Lyon, Holcomb"
c1000145,"George, Santayana"
c1000146,"Emma Dorothy Eliza Nevitte, Southworth"
c1000147,"Michael J., Phelan"
c1000148,"John, Dewey"
c1000149,"Walter, Camp"
c100015,"Susan Webster, Dodge"
c1000150,"Joseph, Collins"
c1000151,"John, Ashton"
c1000152,"Arthur C., Behrend"
c1000153,"Katherine Cecil, Thurston"
c1000154,"Winston, Churchill"
c1000155,"H. Clay (Henry Clay), Trumbull"
c1000156,"W. F., Burns"
c1000157,"Harrison, Williams"
c1000158,"Sylvanus Griswold, Morley"
c1000159,"Lucy, Aikin"
c100016,"John Greenleaf, Whittier"
c1000160,"Johann David, Wyss"
c1000161,"Georg, Ebers"
c1000162,"Mary J., Safford"
c1000163,"Frederick, Richardson"
c1000164,"Georgene, Faulkner"
c1000165,"Washington, Irving"
c1000166,"Robert, Sheckley"
c1000167,"Ed, Emshwiller"
c1000168,"Enos A., Mills"
c1000169,"James Roxburgh, McClymont"
c100017,"Anna Chapin, Ray"
c1000170,"F., Non"
c1000171,"Burton Egbert, Stevenson"
c1000172,"Roy J. (Roy Judson), Snell"
c1000173,"Alice Hall, Walter"
c1000174,"Herbert Eugene, Walter"
c1000175,"E. W. (Ernest William), Hornung"
c1000176,"Simon, Plouffe"
c1000177,"F. G. (Frederick George), Smith"
c1000178,"James George, Frazer"
c1000179,"Ellen Anderson Gholson, Glasgow"
c100018,"Paul, Bewsher"
c1000180,"Thomas, Campbell"
c1000181,"Francesco, Petrarca"
c1000182,"Emile, Gaboriau"
c1000183,"Edith, Rickert"
c1000184,"John Matthews, Manly"
c1000185,"Stephen, Marlowe"
c1000186,"John Andreas, Widtsoe"
c1000187,"Thomas, Kyd"
c1000188,"William Henry Giles, Kingston"
c1000189,"Charles Dudley, Warner"
c100019,"Henry T. (Henry Thorne), Sell"
c1000190,"Elinor, Glyn"
c1000192,"Jonathan, Swift"
c1000193,"Geoffrey, Keynes"
c1000194,"John, Evelyn"
c1000195,"Frank, Lieberman"
c1000196,"Thomas H. (Thomas Hamilton), Ormsbee"
c1000197,"Renee Richmond Huntley, Ormsbee"
c1000198,"Anton Pavlovich, Chekhov"
c1000199,"Constance, Garnett"
c10002,"Richard Harding, Davis"
c100020,"Halliwell, Sutcliffe"
c1000200,"Thomas J. (Thomas Jefferson), Murrey"
c1000202,"Bernard, Shaw"
c1000203,"George Augustus, Moore"
c1000204,"Paul, Pierce"
c1000205,"S. J. (Samuel John), Jerram"
c1000206,"Charles Henry, Brent"
c1000207,"Cleveland, Moffett"
c1000208,"Ada Langworthy, Collier"
c1000209,"Charles, Cottrell"
c100021,"A. H. (Arthur Henry), Bullen"
c1000211,"William Thomas, Thornton"
c1000212,"Frederic, Harrison"
c1000214,"J. H. (Joseph Hiam), Levy"
c1000215,"William, Minto"
c1000216,"Herbert, Spencer"
c1000217,"Henry, Fawcett"
c1000218,"Henry, Trimen"
c1000219,"H. R. Fox (Henry Richard Fox), Bourne"
c100022,"George Manville, Fenn"
c1000220,"John Elliot, Cairnes"
c1000221,"William Alexander, Hunter"
c1000222,"Charles A., Siringo"
c1000223,"William MacLeod, Raine"
c1000224,"D. C., Hutchison"
c1000225,"Dorothy, Scarborough"
c1000226,"Justin, McCarthy"
c1000227,"Richard, Le Gallienne"
c1000228,"Elizabeth Shippen Green, Elliott"
c1000229,"Basil, Woon"
c100023,"M. E. (Mary Elizabeth), Braddon"
c1000230,"John H. (John Henry), Cady"
c1000231,"William, Belch"
c1000232,"Margaret, Fuller"
c1000233,"James Freeman, Clarke"
c1000234,"Ralph Waldo, Emerson"
c1000235,"W. H. (William Henry), Channing"
c1000236,"Aaron A., Warford"
c1000237,"Henry, Beveridge"
c1000238,"Emperor of Hindustan, Jahangir"
c1000239,"Alexander, Roger"
c100024,"John, Leech"
c1000240,"Mark, Twain"
c1000241,"Lester, Ralph"
c1000242,"Thomas, Webster"
c1000243,"George, Meredith"
c1000244,"Sophie, May"
c1000245,"George, Grove"
c1000246,"F. G. (Frederick George), Edwards"
c1000247,"Ernst, Haeckel"
c1000248,"Joseph, McCabe"
c1000249,"William, Le Queux"
c100025,"Percival, Leigh"
c1000250,"John Gould, Fletcher"
c1000251,"Ambrose, Bierce"
c1000252,"Miguel de, Cervantes Saavedra"
c1000253,"John, Ormsby"
c1000254,"Eugène, Sue"
c1000255,"D. W. (David W.), Belisle"
c1000256,"Paul Laurence, Dunbar"
c1000257,"Ernest, Rhys"
c1000258,"Frederic Taber, Cooper"
c1000259,"Henry, Roujon"
c100026,"Carolyn, Shipman"
c1000260,"Albert, Keim"
c1000261,"Henry, James"
c1000262,"Ronald, Reagan"
c1000263,"J. C. (Jens Christian), Aaberg"
c1000264,"May, Leonard"
c1000265,"John, Ruskin"
c1000266,"Dorothy, Menpes"
c1000267,"Mortimer, Menpes"
c1000268,"Harry, Gordon"
c1000269,"J. Watson, Davis"
c100027,"Robert, Hoe"
c1000270,"William, Shakespeare"
c1000271,"L. J. (Lewis Jesse), Bridgman"
c1000272,"Mary Hazelton Blanchard, Wade"
c1000273,"Charles, Kingsley"
c1000274,"William Worthington, Fowler"
c1000275,"L. M. (Lucy Maud), Montgomery"
c1000276,"Sidney, McCall"
c1000277,"Louise, Manly"
c1000278,"James, Waring"
c1000279,"Honoré de, Balzac"
c100028,"Samuel, Longfellow"
c1000280,"Ian, Hay"
c1000281,"C. E. (Charles Edmund), Brock"
c1000282,"John E. (John Eleazer), Remsburg"
c1000283,"William, Curtis"
c1000284,"John Charles, Frémont"
c1000285,"North, Non"
c1000286,"Thomas Wallace, Knox"
c1000287,"William Hickling, Prescott"
c1000288,"Walter, De la Mare"
c1000289,"Hendrik Willem, Van Loon"
c100029,"Samuel, Johnson"
c1000290,"W. W. (William Wymark), Jacobs"
c1000291,"Clara Frances McKee, Beede"
c1000292,"Annie, Besant"
c1000293,"Thornton W. (Thornton Waldo), Burgess"
c1000294,"Heywood, Broun"
c1000295,"Robert, Blatchford"
c1000296,"Hamilton Wright, Mabie"
c1000297,"Albert Rhys, Williams"
c1000298,"Cale Young, Rice"
c1000299,"Lewis Christopher Edward, Baumer"
c10003,"Mrs. (Margaret), Oliphant"
c100030,"Henry V. (Henry Van), Boynton"
c1000300,"William, McFee"
c1000301,"Joseph Sheridan, Le Fanu"
c1000302,"William Hallock, Johnson"
c1000303,"Francis L. (Francis Landey), Patton"
c1000304,"Robert, Walsh"
c1000305,"Percy, Pinkerton"
c1000306,"Giuseppe, Giacosa"
c1000307,"William, Grist"
c1000308,"Luigi, Illica"
c1000309,"Library, Non"
c100031,"Homer, Greene"
c1000310,"Arthur Christopher, Benson"
c1000311,"John, Rae"
c1000312,"W. T. (William Trowbridge), Larned"
c1000313,"Percy Bysshe, Shelley"
c1000314,"Thomas, Hutchinson"
c1000315,"Albert Sidney, Bolles"
c1000316,"Paul Leland, Haworth"
c1000317,"Rachel Harriette, Busk"
c1000318,"William, Bingley"
c1000319,"Oliver, Fleming"
c100032,"Clifford D., Simak"
c1000320,"William Hussey, Macy"
c1000321,"United, Non"
c1000322,"Mabel Earl, McGinnis"
c1000323,"Charles Godfrey, Leland"
c1000324,"John J. (John Jacob), Holtzapffel"
c1000325,"Harriet Pyne, Grove"
c1000326,"Prosper, Mérimée"
c1000327,"Frank H. (Frank Hamilton), Spearman"
c1000328,"James Montgomery, Flagg"
c1000329,"Sara, Teasdale"
c100033,"Don, Hunter"
c1000330,"G. K. (Gilbert Keith), Chesterton"
c1000331,"Hans, Holbein"
c1000332,"Francis, Douce"
c1000333,"L. Frank (Lyman Frank), Baum"
c1000334,"T. S. (Timothy Shay), Arthur"
c1000335,"H. Irving (Harrie Irving), Hancock"
c1000336,"Frederic, Kidder"
c1000337,"William Frederick, Poole"
c1000338,"Edward, Ballard"
c1000339,"J. Berg (Joseph Berg), Esenwein"
c100034,"Robert, Hichens"
c1000340,"H. A. (Hélène Adeline), Guerber"
c1000341,"Henry C. (Henry Clay), Watson"
c1000342,"Julian Stafford, Corbett"
c1000343,"Leo, Morey"
c1000344,"Edmond, Hamilton"
c1000345,"David, Widger"
c1000346,"Fedor, Jagor"
c1000347,"Charles, Wilkes"
c1000348,"Rudolf, Virchow"
c1000349,"Austin, Craig"
c100035,"Robert, Bloch"
c1000350,"Tomás de, Comyn"
c1000351,"Edmund, Gosse"
c1000352,"Thomas James, Wise"
c1000353,"Charles H., Clarke"
c1000354,"Mary Baker, Eddy"
c1000355,"Thomas Nelson, Page"
c1000356,"Marie D. (Marie Daugherty), Webster"
c1000358,"Mary, Ellis"
c1000359,"Edith, Wharton"
c100036,"Joseph, Conrad"
c1000360,"University, Non"
c1000361,"Oscar, Levy"
c1000362,"Friedrich Wilhelm, Nietzsche"
c1000363,"J. M. (John McFarland), Kennedy"
c1000364,"George Bird, Grinnell"
c1000365,"Frank, Harris"
c1000366,"August, Tischner"
c1000367,"Henry, Morley"
c1000368,"Arthur, Young"
c1000369,"E. F. (Edward Frederic), Benson"
c100037,"Edward Phillips, Statham"
c1000370,"Ivan Aleksandrovich, Goncharov"
c1000371,"Julian, Assange"
c1000372,"Suelette, Dreyfus"
c1000373,"Maud, Diver"
c1000374,"Edward Gaylord, Bourne"
c1000375,"Julius E., Olson"
c1000376,"Robert, Kerr"
c1000377,"Thomas Edward, Merchant"
c1000378,"Josephine Daskam, Bacon"
c1000379,"Robert Hugh, Benson"
c100038,"J. Frank (James Frank), Dobie"
c1000380,"Wallace, Wood"
c1000381,"F. L. (Floyd L.), Wallace"
c1000382,"Allen, Chapman"
c1000383,"George W., Gage"
c1000384,"Harold, Titus"
c1000385,"Hildegard G., Frey"
c1000386,"Lilian, Whiting"
c1000387,"M. M. (Milo Milton), Oblinger"
c1000388,"Lydia Maria, Child"
c1000389,"Alfred, Crowquill"
c100039,"John, Fox"
c1000390,"Richard, Doyle"
c1000392,"William Edmondstoune, Aytoun"
c1000393,"H., Non"
c1000394,"Charles Hamilton, Musgrove"
c1000395,"Charles, Gilson"
c1000396,"George, Soper"
c1000397,"James B. (James Beardsley), Hendryx"
c1000398,"Hugh, Latimer"
c1000399,"Belle Kanaris, Maniates"
c10004,"James M. (James Meeker), Ludlow"
c100040,"Cuthbert, Bede"
c1000400,"Gerald, Nailor"
c1000401,"J. B. (James Byron), Enochs"
c1000402,"Dora Sigerson, Shorter"
c1000403,"Francis, Mason"
c1000404,"James H., Brace"
c1000405,"Charles, Whymper"
c1000406,"Charles, Dixon"
c1000407,"Margaret, Sidney"
c1000408,"Marion, Harland"
c1000409,"H. DeF., Patterson"
c100041,"James Henry, Rochelle"
c1000410,"Charles E. (Charles Edward), Young"
c1000411,"Mary F., Guillemard"
c1000412,"Edmond, Rostand"
c1000413,"Gladys, Thomas"
c1000415,"Reuben (Reuben Robert), Merliss"
c1000416,"David, Livingstone"
c1000417,"Frederick James, Furnivall"
c1000418,"Grace Viall, Gray"
c1000419,"Geraldine, Bonner"
c100042,"Thelma, Gooch"
c1000420,"Arthur Ignatius, Keller"
c1000422,"U. Waldo (Uriel Waldo), Cutler"
c1000423,"William Patterson, White"
c1000424,"Remington, Schuyler"
c1000425,"Jeremy, Collier"
c1000426,"John, Joly"
c1000427,"Ernest Thompson, Seton"
c1000428,"Janet, MacDonald"
c1000429,"Russell, Doubleday"
c100043,"Annie F. (Annie Fellows), Johnston"
c1000430,"P. G. (Pelham Grenville), Wodehouse"
c1000431,"Ivan Sergeevich, Turgenev"
c1000433,"William Johnson, Galloway"
c1000434,"Isaac, Disraeli"
c1000436,"L. T., Meade"
c1000437,"Daniel, Defoe"
c1000438,"Guy, Boothby"
c1000439,"Annette Marie, Maillard"
c100044,"Thomas, Keightley"
c1000440,"Gilbert, Parker"
c1000441,"Clara Louise, Kellogg"
c1000442,"Herbert D. (Herbert Dickinson), Ward"
c1000443,"Ralph P. (Ralph Pallen), Coleman"
c1000444,"James, Otis"
c1000445,"F. H. (Frederick Henry), Townsend"
c1000446,"Florence L. (Florence Louisa), Barclay"
c1000447,"William, Salant"
c1000448,"J. B. (John Benjamin), Rieger"
c1000449,"John, Bunyan"
c100045,"E. G. (Edmund Gill), Swain"
c1000450,"Jeremiah, Chaplin"
c1000451,"M. B., Manwell"
c1000452,"Maggie, Brown"
c1000453,"Arthur A. (Arthur Augustus), Dixon"
c1000454,"Hilaire, Belloc"
c1000455,"Vanness, Copeland"
c1000456,"Bliss, Carman"
c1000457,"Richard, Hovey"
c1000458,"Hector, Malot"
c1000459,"Burt L., Standish"
c100046,"Kathleen, Carman"
c1000460,"Edward Livingston, Campbell"
c1000461,"W. B. (William Butler), Yeats"
c1000462,"Holman, Day"
c1000463,"Harold Steele, MacKaye"
c1000464,"William Harmon, Norton"
c1000465,"J. Allanson (James Allanson), Picton"
c1000466,"E. Phillips (Edward Phillips), Oppenheim"
c1000467,"Frederick W. (Frederick William), Hamilton"
c1000468,"Frank M., Robinson"
c1000469,"Paul, Orban"
c100047,"James Edmund, Dunning"
c1000470,"John, Williams"
c1000471,"James, Sully"
c1000472,"Erasmus, Darwin"
c1000473,"Frederick, Marryat"
c1000474,"Edgar, Saltus"
c1000475,"Charles W. (Charles William), Domville-Fife"
c1000476,"John H. (John Henry), Parker"
c1000477,"A. M. (Alice Muriel), Williamson"
c1000478,"C. N. (Charles Norris), Williamson"
c1000479,"L. H. (Liberty Hyde), Bailey"
c100048,"Edith, Wyatt"
c1000480,"Erastus Fairbanks, Snow"
c1000481,"Izora C., Chandler"
c1000482,"S. (Sabine), Baring-Gould"
c1000484,"Arthur O. (Arthur Owens), Cooke"
c1000485,"Anna Katharine, Green"
c1000486,"Rosa Nouchette, Carey"
c1000487,"Eleanor, Fortescue-Brickdale"
c1000488,"Mrs., Leighton"
