authorID,fullName
R21500219,"John Wilson, Townsend"
R2150022,"Armando, Palacio Valdés"
R21500220,"James Lane, Allen"
R21500221,"Margaret, Sanger"
R21500222,"H. G. (Herbert George), Wells"
R21500223,"Francis James, Child"
R21500224,"Isabel W., Caley"
R21500225,"John Overton, Choules"
R21500226,"Kristína, Royová"
R21500227,"John Clark, Ridpath"
R21500228,"Alexander, Shields"
R21500229,"George, Huntington"
R2150023,"Ramsay Weston, Phipps"
R21500230,"Russell, Richardson"
R21500231,"Compton, MacKenzie"
R21500232,"Howard, Pyle"
R21500233,"Willa, Cather"
R21500234,"Elizabeth, Gordon"
R21500235,"John, Rae"
R21500236,"May Evelyn, Skiles"
R21500237,"Sutton E. (Sutton Elbert), Griggs"
R21500238,"Henry, Morley"
R21500239,"Thomas, Francklin"
R2150024,"Louis Antoine Fauvelet de, Bourrienne"
R21500240,"of Samosata, Lucian"
R21500241,"Ida, Waugh"
R21500242,"Lucy Foster, Madison"
R21500243,"Katharine Prescott, Wormeley"
R21500244,"Anna Katharine, Green"
R21500246,"Elizabeth Garver, Jordan"
R21500247,"Paul Julian, Meylan"
R21500248,"John S. C. (John Stevens Cabot), Abbott"
R21500249,"Robert, Chambers"
R2150025,"Arthur, Quiller-Couch"
R21500250,"William, Chambers"
R21500251,"Melvin E. (Melvin Earnest), Trotter"
R21500252,"James, Johnson"
R21500253,"Harold, Cox"
R21500255,"Susan, Coolidge"
R21500256,"Donald F. (Donald Frederic), Bond"
R21500257,"Abel, Boyer"
R21500258,"W. Earl, Britton"
R21500259,"John, Gay"
R2150026,"Catharine Esther, Beecher"
R21500260,"Frederick W. (Frederick William), Hamilton"
R21500261,"Anton Pavlovich, Chekhov"
R21500262,"Ridgwell, Cullum"
R21500263,"W. D.\u200f (William Dallas)\u200f, Bernard"
R21500265,"W. H. R. (William Halse Rivers), Rivers"
R21500266,"Laurence M., Janifer"
R21500267,"J. H. (Joseph Harvey), Ward"
R21500268,"Charles, Creighton"
R21500269,"Harper, Non"
R2150027,"Mark, Twain"
R21500270,"William, Harvey"
R21500271,"Mayne, Reid"
R21500272,"Sarah Jane, Elpern"
R21500273,"James M., Moore"
R21500274,"William, Giloane"
R21500275,"Eugene K., Keefe"
R21500276,"Eston T., White"
R21500277,"Stephen, Peters"
R21500278,"Robert, Browning"
R21500279,"Rick, Davis"
R2150028,"R. M. (Robert Michael), Ballantyne"
R21500280,"Lewis, Redner"
R21500281,"Owen, Johnson"
R21500282,"Frederic Rodrigo, Gruger"
R21500283,"Philip, Bard"
R21500284,"Murray, Leinster"
R21500285,"Agnes C., Laut"
R21500286,"A. E. W. (Alfred Edward Woodley), Mason"
R21500287,"Royal, Non"
R21500288,"Oliver J. (Oliver Joseph), Burke"
R21500289,"Edward, Peple"
R2150029,"Nathaniel, Hawthorne"
R21500290,"C. M. (Clara Miller), Burd"
R21500291,"Henry, Lawson"
R21500292,"E. F. (Edward Frederic), Benson"
R21500293,"Alfred H. (Alfred Henry), Miles"
R21500294,"James, Revell"
R21500295,"Lewis, Spence"
R21500296,"James J. (James Joseph), Walsh"
R21500297,"John, Keats"
R21500298,"Sidney, Colvin"
R21500299,"Leon, Trotsky"
R215003,"Jonathan, Swift"
R2150030,"Thomas Henry, Huxley"
R21500300,"Olave M. (Olave Muriel), Potter"
R21500301,"Yoshio, Makino"
R21500302,"G. A. (George Alfred), Henty"
R21500303,"William Allison, Sweeney"
R21500304,"Norman, Douglas"
R21500305,"Ella, Higginson"
R21500307,"Jules, Verne"
R21500308,"H. C. (Henry Charles), Beeching"
R21500309,"Jessie Belle, Rittenhouse"
R2150031,"Willard W., Glazier"
R21500310,"John Willis, Clark"
R21500311,"George, Sturt"
R21500312,"Ulysses S. (Ulysses Simpson), Grant"
R21500313,"Thomas O\u2019Neill, Russell"
R21500314,"Jean-Jacques, Rousseau"
R21500315,"Arthur Scott, Bailey"
R21500316,"D. Augustus, Dickert"
R21500317,"Pierre, Loti"
R21500318,"Clair W. (Clair Wallace), Hayes"
R2150032,"Rebecca Agatha, Armour"
R21500320,"Louie M. Knight, Dutton"
R21500321,"Francis A. (Francis Arnold), Knight"
R21500322,"Gordon, Browne"
R21500323,"G. MacLaren (George MacLaren), Brydon"
R21500324,"Charlotte, Harding"
R21500325,"Alice Duer, Miller"
R21500326,"John, Gierlow"
R21500327,"Ludvig, Holberg"
R21500328,"John Heyl, Vincent"
R21500329,"Jesse Lyman, Hurlbut"
R2150033,"Gilbert, Parker"
R21500330,"Beatrice, Grimshaw"
R21500331,"Edward Samuel, Corwin"
R21500332,"Geraldine, Mockler"
R21500333,"Gordon, Stables"
R21500334,"Ed, Emshwiller"
R21500335,"Alan, Cogan"
R21500336,"Robert Saunders, Dowst"
R21500337,"Christopher, Marlowe"
R21500338,"Library, Non"
R21500339,"W. A. (William Allan), Chapple"
R2150034,"Winfield Scott, Hall"
R21500340,"Rutherford, Waddell"
R21500341,"Thomas Love, Peacock"
R21500342,"Francis M. (Francis Marion), Walters"
R21500343,"O., Henry"
R21500344,"Charles, Hemstreet"
R21500345,"F. J. C. (Fossey John Cobb), Hearnshaw"
R21500346,"Homer, Greene"
R21500347,"William Garrott, Brown"
R21500348,"Amy, Walton"
R21500349,"Henry Rowe, Schoolcraft"
R2150035,"Gordon, Home"
R21500350,"Yoshisaburo, Okakura"
R21500351,"Hubert Howe, Bancroft"
R21500352,"Philip K., Dick"
R21500353,"J. Bowles (John Bowles), Daly"
R21500355,"Helen, Zimmern"
R21500356,"Henry, James"
R21500357,"William, Still"
R21500358,"Norman, Maclean"
R21500359,"Annie, Brassey"
R21500360,"John, Lord"
R21500361,"James S., Brown"
R21500362,"Harry L., Smith"
R21500363,"F. Somner (Frederick Somner), Merryweather"
R21500364,"Robert, Barr"
R21500365,"Charlotte M., Brame"
R21500366,"Walter S., Rogers"
R21500367,"St. George, Rathborne"
R21500368,"George, Cruikshank"
R21500369,"John, Leech"
R2150037,"Walter, Scott"
R21500370,"Charles, Hooton"
R21500371,"Gustave, Aimard"
R21500373,"E., Non"
R21500374,"Oliver, Optic"
R21500375,"Lillian Eichler, Watson"
R21500376,"Barney, Stone"
R21500377,"Gordon, Ross"
R21500378,"Marie Belloc, Lowndes"
R21500379,"Andrew Dickson, White"
R2150038,"Hendrik Willem, Van Loon"
R21500380,"John, Blaine"
R21500381,"Dorothy, Whitehill"
R21500382,"James, Blyth"
R21500384,"F. E. Mills (Florence Ethel Mills), Young"
R21500385,"Jean de, La Fontaine"
R21500386,"Martin B. (Martin Bronn), Ruud"
R21500387,"A. B. (Albert Beck), Wenzell"
R21500388,"Richard, Le Gallienne"
R21500389,"F. B. (Frederick Brotherton), Meyer"
R21500390,"Sarah Orne, Jewett"
R21500391,"Charles H. (Charles Herbert), Woodbury"
R21500392,"Marcia Oakes, Woodbury"
R21500393,"Grace Brooks, Hill"
R21500394,"Maren-Sofie, Roestvig"
R21500395,"Maciej Kazimierz, Sarbiewski"
R21500396,"G., Hils"
R21500397,"R. D. (Richard Doddridge), Blackmore"
R21500398,"William, Ogilvie"
R21500399,"Mary E., Hanshew"
R215004,"J. Saxon (John Saxon), Mills"
R2150040,"Mynors, Bright"
R21500400,"Thomas W., Hanshew"
R21500401,"John, Morley"
R21500402,"Algernon, Blackwood"
R21500403,"Robert, Herrick"
R21500404,"Robert Louis, Stevenson"
R21500405,"John, La Farge"
R21500406,"Nathaniel, Greene"
R21500407,"C. F. van der (Carl Franz), Velde"
R21500408,"Austin, Dickinson"
R21500409,"William, Patton"
R2150041,"Henry B. (Henry Benjamin), Wheatley"
R21500410,"Gertrude Fisher, Scott"
R21500411,"John, Bunyan"
R21500412,"Alexandre, Dumas"
R21500413,"Madeline, Leslie"
R21500414,"John Hill, Burton"
R21500415,"William, Spalding"
R21500416,"Frederick James, Furnivall"
R21500417,"James (Archaeologist), Grant"
R21500418,"Fergus, Hume"
R21500419,"Orange, Jacobs"
R2150042,"Samuel, Pepys"
R21500420,"Ernest, Schroeder"
R21500421,"Walter M., Miller"
R21500422,"Fred, Pegram"
R21500423,"Elisha, Gray"
R21500424,"Martha Walker, Cook"
R21500425,"Franz, Liszt"
R21500426,"William Dean, Howells"
R21500427,"James Edward, Smith"
R21500428,"Carl von, Linné"
R21500429,"Charles, Troilius"
R2150043,"Honoré, Bourguignon"
R21500430,"John Brown, Gordon"
R21500431,"John Tyler, Morgan"
R21500432,"Rossiter, Johnson"
R21500433,"Henry W. B. (Henry Ward Beecher), Howard"
R21500434,"Selden, Connor"
R21500435,"O. O. (Oliver Otis), Howard"
R21500436,"J. Newton (John Newton), Terrill"
R21500437,"Charles Wentworth, Upham"
R21500438,"Thomas Raynesford, Lounsbury"
R21500439,"Louis Constant, Wairy"
R2150044,"E. V. (Edward Verrall), Lucas"
R21500440,"Walter, Clark"
R21500441,"W. James (William James), King"
R21500442,"Florence Alice, Sitwell"
R21500443,"Arthur, Schopenhauer"
R21500444,"J. (John), Kemp"
R21500445,"George, Bell"
R21500446,"Wallace, Wood"
R21500447,"Jack, Sharkey"
R21500448,"Sophie, May"
R21500449,"George, MacDonald"
R2150045,"David, Widger"
R21500450,"John, Masefield"
R21500451,"Upton, Sinclair"
R21500452,"Henry Martyn, Baird"
R21500453,"Johann Wolfgang von, Goethe"
R21500454,"Ellen, Frothingham"
R21500455,"Sam K. (Sam Kinkade), Cowan"
R21500456,"Charles, Dickens"
R21500457,"Daniel, Maclise"
R21500458,"Clarkson, Stanfield"
R21500459,"Richard, Doyle"
R2150046,"Georges, Ohnet"
R21500460,"William, Le Queux"
R21500461,"Amanda M., Douglas"
R21500462,"John, Goss"
R21500463,"Mrs. (Jane), Loudon"
R21500464,"Adrien, Paul"
R21500465,"Lafcadio, Hearn"
R21500466,"John R. (John Rea), Neill"
R21500467,"Ruth Plumly, Thompson"
R21500468,"Harry, Furniss"
R21500469,"Cornelius, Mathews"
R2150047,"David Graham, Phillips"
R21500470,"John A. J. (John Angel James), Creswell"
R21500471,"Richard, Marsh"
R21500472,"George M. (George Makepeace), Towle"
R21500474,"Friedrich, Schiller"
R21500475,"Harold, Bindloss"
R21500476,"John, Trevena"
R21500477,"E. W. (Ernest William), Hornung"
R21500478,"Mari, Wolf"
R21500479,"Rudolph, Palais"
R2150048,"Taylor H., Greenfield"
R21500480,"A., Alpheus"
R21500481,"Jessie Willcox, Smith"
R21500482,"Charles, Kingsley"
R21500483,"Allen, Chapman"
R21500484,"Emma, Marshall"
R21500485,"Henry, Rogers"
R21500486,"Cosmos, Mindeleff"
R21500487,"John, Ruskin"
R21500488,"John, Muir"
R21500489,"James M. (James Montgomery), Beck"
R2150049,"Erskine, Caldwell"
R21500490,"Stanley, Shaw"
R21500491,"Burton Jesse, Hendrick"
R21500492,"Theodore, Paullin"
R21500493,"Daniel, Webster"
R21500494,"Rabindranath, Tagore"
R21500495,"Henry, Van Dyke"
R21500496,"Ray, Cummings"
R21500497,"Max C., Thompson"
R21500499,"Mildred A. (Mildred Augustine), Wirt"
R215005,"Herbert, Strang"
R2150050,"Jean, Thomas"
R21500500,"J. T. (John Townsend), Trowbridge"
R21500501,"Ulrich, Frank"
R21500502,"Vera C. (Vera Charlesworth), Barclay"
R21500503,"Charles F. (Charles Francis), Horne"
R21500504,"Edgar M., Howell"
R21500505,"Clovis Gillham, Chappell"
R21500506,"Thomas, Holcroft"
R21500507,"George William, Curtis"
R21500508,"William Davy, Watson"
R21500509,"Maria, Edgeworth"
R2150051,"William Benjamin, West"
R21500510,"Charles Battell, Loomis"
R21500511,"Egerton Ryerson, Young"
R21500512,"William Lyon, Phelps"
R21500513,"W. Somerset (William Somerset), Maugham"
R21500514,"Mildred, Aldrich"
R21500515,"H. A. (Henry Anderson), Bryden"
R21500516,"Walter Jenks, Morgan"
R21500517,"Edwin, Pearson"
R21500518,"Louis, How"
R21500519,"Pío, Baroja"
R2150052,"Elizabeth (Elizabeth Speakman), O'Neill"
R21500520,"Kisari Mohan, Ganguli"
R21500521,"Frank, Harris"
R21500523,"Max, Pemberton"
R21500524,"Henry Bryan, Binns"
R21500525,"James, Payn"
R21500526,"Roland, Green"
R21500527,"W. P. (William Plane), Pycraft"
R21500528,"Oscar, Wilde"
R2150053,"A. H. (Archibald Henry), Sayce"
R2150054,"Maturin Murray, Ballou"
R2150055,"E. (Edith), Nesbit"
R2150056,"Reginald Bathurst, Birch"
R2150057,"Velma Swanston, Howard"
R2150058,"Selma, Lagerlaf"
R2150059,"Leslie Pern, Bird"
R215006,"William Willoughby Cole, Verner"
R2150060,"A., Stone"
R2150061,"Jacob R., Freese"
R2150062,"Paul, Heyse"
R2150063,"G. H. (George Henry), Kingsley"
R2150064,"Georg, Ebers"
R2150065,"Mary J., Safford"
R2150066,"Ludwig, Leichhardt"
R2150067,"Lewis Henry, Morgan"
R2150068,"Henry, Kuttner"
R2150069,"George, Meredith"
R215007,"W. (William), Rainey"
R2150070,"E. G. (Elihu Goodwin), Holland"
R2150071,"Arthur E. (Arthur Elmore), Bostwick"
R2150072,"Annie, Vivanti"
R2150073,"James, Otis"
R2150074,"Edmund, Gosse"
R2150075,"Charles James, Lever"
R2150076,"Edward J., Wheeler"
R2150077,"William H. (William Harrison), Varnum"
R2150078,"Ross, Kay"
R2150079,"Harriet Roosevelt, Richards"
R215008,"Theodore, Roosevelt"
R2150080,"Helen Hunt, Jackson"
R2150081,"John, Wilson"
R2150082,"Desiderius, Erasmus"
R2150083,"Edward Sylvester, Ellis"
R2150084,"Robert, Kerr"
R2150085,"A. A. (Alan Alexander), Milne"
R2150086,"Walter, Crane"
R2150087,"Stephen, Leacock"
R2150088,"Arnold, Bennett"
R2150089,"Friedrich von, Schlegel"
R215009,"Louise Morgan, Sill"
R2150090,"James Burton, Robertson"
R2150091,"James Fenimore, Cooper"
R2150092,"Felix Octavius Carr, Darley"
R2150093,"Hjalmar Hjorth, Boyesen"
R2150094,"Evelyn, Raymond"
R2150095,"William, Morris"
R2150096,"Francis, Hueffer"
R2150097,"Nathaniel W. (Nathaniel Wright), Stephenson"
R2150098,"Herbert Darling, Foster"
R2150099,"Mary E. (Mary Eliza), Ireland"
S220001,"Edward A. (Edward Augustus), Rand"
S2200010,"Alexander, Leighton"
S22000100,"William, Carleton"
S22000101,"Anna Katharine, Green"
S22000102,"Frederick W. (Frederick William), Hamilton"
S22000103,"F. C. (Francis Cowley), Burnand"
S22000104,"Marie, Lebert"
S22000105,"Isabel, Anderson"
S22000106,"Thérèse de, Dillmont"
S22000107,"A. A. (Alan Alexander), Milne"
S22000108,"Eando, Binder"
S22000109,"Albert Taylor, Bledsoe"
S2200011,"John Mackay, Wilson"
S22000110,"Andrew P. (Andrew Preston), Peabody"
S22000111,"Marcus Tullius, Cicero"
S22000112,"A. (Alonzo), Cooper"
S22000113,"Matthew Holbeche, Bloxam"
S22000114,"G. (Georgina), Bowers"
S22000115,"Dinah Maria Mulock, Craik"
S22000116,"K. (Kate), Prichard"
S22000117,"Hesketh Vernon Hesketh, Prichard"
S22000118,"Agnes C., Laut"
S22000119,"James R. (James Richards), Carnahan"
S2200012,"Mary J., Safford"
S22000120,"J. Ley, Pethybridge"
S22000121,"Enys, Tregarthen"
S22000122,"Miguel de, Cervantes Saavedra"
S22000123,"John, Ormsby"
S22000124,"Gustave, Doré"
S22000125,"William A. (William Alexander), Hammond"
S22000126,"Frank G. (Frank Gouldsmith), Speck"
S22000127,"Stephen, Hawes"
S22000129,"Clutha N. (Clutha Nantes), Mackenzie"
S2200013,"Wilhelmine von, Hillern"
S22000130,"D. H. (David Herbert), Lawrence"
S22000131,"Thomas Henry, Huxley"
S22000132,"Rabindranath, Tagore"
S22000133,"Felix, Moscheles"
S22000134,"Jason, Kirby"
S22000135,"John A., White"
S22000136,"N. S. (Neville Stuart), Talbot"
S22000137,"Samuel G. (Samuel Gosnell), Green"
S22000138,"Samuel, Manning"
S22000139,"Steele, MacKaye"
S2200014,"Colley, Cibber"
S22000140,"Montrose Jonas, Moses"
S22000141,"James Montgomery, Flagg"
S22000142,"F. Marion (Francis Marion), Crawford"
S22000144,"Harold, Bindloss"
S22000145,"G. A. (George Alfred), Henty"
S22000146,"Walter, Paget"
S22000147,"David, Wyllie"
S22000148,"Franz, Kafka"
S22000149,"E. (Eliza), Fenwick"
S2200015,"Eugène, Sue"
S22000150,"Kate Douglas Smith, Wiggin"
S22000151,"V. S. (Vernon Stanley), Vernon Jones"
S22000152,"G. K. (Gilbert Keith), Chesterton"
S22000153,"Arthur, Rackham"
S22000154,"Joseph, Grego"
S22000155,"William Makepeace, Thackeray"
S22000156,"Needom N., Freeman"
S22000157,"Henry B. (Henry Benjamin), Wheatley"
S22000158,"John, Stow"
S22000159,"John Bernhard, Smith"
S2200016,"Adrian, Marcel"
S22000160,"Boston, Non"
S22000161,"Boston, Non"
S22000162,"George, Müller"
S22000163,"Henry, Austin"
S22000164,"William Henry Giles, Kingston"
S22000165,"Macmillan, Non"
S22000166,"Percy J., Billinghurst"
S22000167,"Jean de, La Fontaine"
S22000168,"Viktor, Rydberg"
S22000169,"Rasmus Bjarn, Anderson"
S2200017,"Samuel, Merwin"
S22000170,"Increase, Mather"
S22000171,"Cotton, Mather"
S22000172,"Mary Ann H. T. (Mary Ann Hubbard Townsend), Bigelow"
S22000173,"William H. C., Groome"
S22000174,"William Gilmore, Simms"
S22000175,"Geo. S. (George Smith), Tyack"
S22000176,"David Starr, Jordan"
S22000178,"Alice Leighton, Cleather"
S22000179,"Francis J. (Francis Joseph), Reynolds"
S2200018,"Thomas, Fogarty"
S22000180,"Allen L. (Allen Leon), Churchill"
S22000181,"William Sloane, Kennedy"
S22000182,"Samuel Francis, Smith"
S22000183,"Grenville, Kleiser"
S22000184,"Orson, Lowell"
S22000185,"Robert, Hichens"
S22000186,"Samuel Hopkins, Adams"
S22000187,"Lewis, Carroll"
S22000188,"Thomas, Warton"
S22000189,"S. (Sabine), Baring-Gould"
S2200019,"E. B., Brenton"
S22000191,"William, Caxton"
S22000192,"de Voragine, Jacobus"
S22000193,"John, Ashton"
S22000194,"Frances Nimmo, Greene"
S22000195,"Thure de, Thulstrup"
S22000196,"Leonhard, Schmitz"
S22000197,"Karl Gottlob, Zumpt"
S22000198,"Murray, Leinster"
S22000199,"William Harvey, Miner"
S220002,"W. E. B. (William Edward Burghardt), Du Bois"
S2200020,"Francis James, Child"
S22000201,"Jesse F. (Jesse Franklin), Bone"
S22000203,"Josephine Daskam, Bacon"
S22000204,"Northern, Non"
S22000205,"William, Whewell"
S22000206,"Edward, Hitchcock"
S22000207,"Percy Keese, Fitzhugh"
S22000208,"Howard L. (Howard Livingston), Hastings"
S22000209,"George, Meredith"
S2200021,"Juan R., León"
S22000210,"I. Lilias (Isabella Lilias), Trotter"
S22000211,"Mrs. (Barbara), Hofland"
S22000212,"Dick, Francis"
S22000213,"Jim, Harmon"
S22000214,"Ralph Henry, Barbour"
S22000215,"Ernest, Bramah"
S22000216,"W. (William), Scott-Elliot"
S22000217,"Thomas Love, Peacock"
S22000218,"Amelia E., Barr"
S22000219,"Lee Woodward, Zeigler"
S2200022,"Beth Bradford, Gilchrist"
S22000220,"Cassius M., Coolidge"
S22000221,"Asenath Carver, Coolidge"
S22000222,"Henry A. (Henry Augustin), Beers"
S22000223,"Daniel, Defoe"
S22000224,"Mr. (Charles), Beckingham"
S22000225,"Carleton Eldredge, Noyes"
S22000226,"Parker, Fillmore"
S22000227,"Maginel Wright, Barney"
S22000228,"Arthur Conan, Doyle"
S2200023,"Phillipps, Ward"
S22000230,"Edward, Stratemeyer"
S22000231,"J. M. (James Morgan), Walsh"
S22000232,"J. G. (Josiah Gilbert), Holland"
S22000233,"Sax, Rohmer"
S22000234,"Charles C., Cook"
S22000235,"James, McCracken"
S22000236,"Eulalie Osgood, Grover"
S22000237,"Bertha Corbett, Melcher"
S22000238,"Ernest, Oldmeadow"
S22000239,"Frank, Haviland"
S2200024,"James, Berry"
S22000240,"Paul, Orban"
S22000241,"James, McKimmey"
S22000242,"Major (John), Richardson"
S22000243,"Frank Townend, Barton"
S22000244,"Ina Ten Eyck, Firkins"
S22000245,"E. J. (Edith J.), May"
S22000246,"Henry, Lawson"
S22000247,"Henry, Jones"
S22000248,"Stephen, Phillips"
S22000249,"Manmohan, Ghose"
S2200025,"H. Snowden (Henry Snowden), Ward"
S22000250,"Arthur Shearly, Cripps"
S22000251,"Laurence, Binyon"
S22000252,"Gilbert, Parker"
S22000253,"Edmund, Gosse"
S22000254,"George, Bell"
S22000255,"David, Widger"
S22000257,"Frederick, Schwatka"
S22000258,"John, Hyde"
S22000259,"A. J. (Augustine J.), O'Reilly"
S2200026,"D. K. (Dorothy Kathleen), Broster"
S22000260,"Ernest Alfred, Vizetelly"
S22000261,"Sven Anders, Hedin"
S22000262,"Hermann, Sudermann"
S22000263,"Joseph, Race"
S22000264,"Wiliam Cabell, Bruce"
S22000266,"E. B. (Edward Bouverie), Pusey"
S22000267,"Gordon, Browne"
S22000268,"Gustave, Flaubert"
S22000269,"Thames, Williamson"
S2200027,"G. Winifred (Gertrude Winifred), Taylor"
S22000270,"active 6th century B.C., Sunzi"
S22000271,"Lionel, Giles"
S22000272,"George Chetwynd, Griffith"
S22000273,"Charles, Berger"
S22000274,"Randall, Garrett"
S22000275,"Annie, Besant"
S22000276,"Thomas Bailey, Aldrich"
S22000277,"Jean, Lang"
S22000278,"W. S. (William Schwenck), Gilbert"
S22000279,"Arthur, Sullivan"
S2200028,"George, Gissing"
S22000280,"Friedrich, Schiller"
S22000281,"Worth, Brehm"
S22000282,"Henry A. (Henry Augustus), Shute"
S22000283,"Edward Sylvester, Ellis"
S22000284,"A. Hyatt (Alpheus Hyatt), Verrill"
S22000285,"Janet, Aldridge"
S22000286,"Thomas Frognall, Dibdin"
S22000287,"A. H. (Archibald Henry), Sayce"
S22000288,"Mme. (Jeanne-Louise-Henriette), Campan"
S22000289,"Miriam, Haynie"
S2200029,"Abraham, Lincoln"
S22000290,"Evelyn E., Smith"
S22000291,"Ed, Emshwiller"
S22000292,"George, MacDonald"
S22000294,"Ruth Comfort, Mitchell"
S22000295,"L. J. (Lewis Jesse), Bridgman"
S22000296,"Mary Hazelton Blanchard, Wade"
S22000297,"H. Rider (Henry Rider), Haggard"
S22000298,"Lemuel Ely, Quigg"
S22000299,"Harry, Beard"
S220003,"Booker T., Washington"
S2200030,"Richard Francis, Weymouth"
S22000300,"James, Buchanan"
S22000302,"Ernest, Clarke"
S22000303,"Walter John, Buck"
S22000304,"Abel, Chapman"
S22000305,"Joseph K. (Joseph Kossuth), Dixon"
S22000306,"Aunt, Fanny"
S22000307,"Harriet Beecher, Stowe"
S22000308,"Gouverneur, Morris"
S22000309,"Ellis Parker, Butler"
S2200031,"George, Eliot"
S22000310,"May Wilson, Preston"
S22000311,"James, Arthur"
S22000312,"Bradford M., Day"
S22000313,"John Matthias, Weylland"
S22000314,"M. G. (Maurice Grenville), Kains"
S22000315,"Henry, Morley"
S22000316,"Nathaniel, Hawthorne"
S22000318,"Elliott, O'Donnell"
S22000319,"G. Sidney, Paternoster"
S2200032,"Richard Rein, Smith"
S22000320,"Stephen, Graham"
S22000321,"Clayton Meeker, Hamilton"
S22000322,"Joseph Crosby, Lincoln"
S22000323,"William A. (William Alfred), Dutt"
S22000324,"Louisa May, Alcott"
S22000325,"R. M. (Robert Michael), Ballantyne"
S22000326,"Reginald Crundall, Punnett"
S22000327,"Homer B. (Homer Baxter), Sprague"
S22000328,"Lola, Ridge"
S22000329,"Ernest, Poole"
S2200033,"George Manville, Fenn"
S22000330,"Lew, Wallace"
S22000331,"Holman, Day"
S22000332,"Rhoda, Chase"
S22000333,"Abbie Phillips, Walker"
S22000334,"Fannie, Hurst"
S22000335,"George James, Cox"
S22000336,"William, Wake"
S22000337,"Oscar, Wilde"
S22000338,"Robert Baldwin, Ross"
S22000339,"Stuart, Mason"
S2200034,"Brander, Matthews"
S22000340,"Frederick A. (Frederick Albion), Ober"
S22000341,"Thornton W. (Thornton Waldo), Burgess"
S22000342,"Edwin, Bjarkman"
S22000343,"August, Strindberg"
S22000344,"Henry, Raleigh"
S22000345,"Virginia, Tracy"
S22000347,"R. F. (Rudolph Frederick), Schabelitz"
S22000348,"Charles Neville, Buck"
S22000349,"Dutton, Cook"
S2200035,"Edith Virginia Brander, Matthews"
S22000350,"J. L. (John Lea), Nevinson"
S22000351,"René, Bazin"
S22000352,"Friedrich, Engels"
S22000353,"Austin, Lewis"
S22000354,"Morgan, Dennis"
S22000355,"Clara Louise, Burnham"
S22000356,"John Cecil, Clay"
S22000357,"H. C. G. (Handley Carr Glyn), Moule"
S22000358,"L. (Lassa), Oppenheim"
S22000359,"John, Ruskin"
S2200036,"Ludovic, Halévy"
S22000360,"Joseph, Furphy"
S22000361,"Mathilde, Blind"
S22000362,"Jacob, Abbott"
S22000364,"George Barr, McCutcheon"
S22000365,"Mary, Hoyer"
S22000366,"James, Cowan"
S22000367,"Cyrus, Cuneo"
S22000368,"Bernard, Shaw"
S22000369,"Paul, Kanig"
S2200037,"Clifford Whittingham, Beers"
S22000370,"Vivien, Ellis"
S22000371,"John Lothrop, Motley"
S22000373,"Mary Shepard Greene, Blumenschein"
S22000374,"Eleanor H. (Eleanor Hodgman), Porter"
S22000375,"Amanda M., Douglas"
S22000376,"Robert, Shea"
S22000377,"T. D. (Timothy Daniel), Sullivan"
S22000379,"John, Aubrey"
S2200038,"M. E. (Mary Elizabeth), Braddon"
S22000380,"John, Britton"
S22000381,"Allan, Danzig"
S22000382,"Wallace, Wood"
S22000383,"Ruel Perley, Smith"
S22000384,"Louis D., Gowing"
S22000385,"John, Nichol"
S22000386,"Guglielmo, Ferrero"
S22000387,"Stephen, Crane"
S2200039,"Mary Roberts, Rinehart"
S22000390,"Leo, Schreiber"
S22000391,"William Franklin, Atgood"
S22000392,"Randolph, Caldecott"
S22000393,"Samuel, Richardson"
S22000394,"Algernon Charles, Swinburne"
S22000395,"active 11th century, Somadeva Bhatta"
S22000396,"C. H. (Charles Henry), Tawney"
S22000397,"Joseph, Addison"
S22000399,"Richard Charles, Boys"
S220004,"J. Jay (John Jay), Smith"
S2200040,"W. M. (William Mackay), Mackenzie"
S22000400,"United, Non"
S22000401,"William Younger, Fletcher"
S22000402,"Walter Stanley, Graves"
S22000403,"Alfred W. (Alfred William), Pollard"
S22000404,"Henry M. (Henry Mason), Brooks"
S22000405,"John, Knowles"
S22000406,"Henry, Fuseli"
S22000407,"William R. (William Rufus), Scott"
S22000408,"Jerome K. (Jerome Klapka), Jerome"
S22000409,"Ruth, Hill"
S2200041,"John, Barbour"
S22000410,"Douglas, Duer"
S22000411,"Mary Noailles, Murfree"
S22000412,"Owen, Seaman"
S22000413,"Charles J., Gillis"
S22000414,"Maurice, Hewlett"
S22000415,"Arthur J. (Arthur Jerome), Burdick"
S22000416,"J. G. (John Gideon), Millingen"
S22000417,"George T. (George Thomas), Stevens"
S22000418,"A. M. (Alice Muriel), Williamson"
S22000419,"John, Cameron"
S2200042,"George, Wither"
S22000420,"H. Irving (Harrie Irving), Hancock"
S22000421,"George Bird, Grinnell"
S22000422,"Edward, Morlae"
S22000423,"Fred T. (Frederick Thomas), Jane"
S22000424,"A.M. (Alexander Martin), Sullivan"
S22000426,"Benjamin, Jowett"
S22000427,"Friedrich Christian, Accum"
S22000428,"John R. (John Rea), Neill"
S22000429,"L. Frank (Lyman Frank), Baum"
S2200043,"Nicholas, Breton"
S22000430,"Robert J. C., Stead"
S22000431,"F., Anstey"
S22000432,"Roy J. (Roy Judson), Snell"
S22000433,"Charles, Morris"
S22000434,"Ambrose, Bierce"
S22000435,"William, Shakespeare"
S22000436,"Edwin Abbott, Abbott"
S22000437,"Horace, Greeley"
