authorID,fullName,firstName,surName,title
W24000375, Day, Thomas Fleming, Thomas Fleming, Day, 
W24000376, Richards, Laura Elizabeth Howe, Laura Elizabeth Howe, Richards, 
W24000377, Barnes, James, James, Barnes, 
W24000378, Chapman, Carlton T., Carlton T., Chapman, 
W24000379, Zogbaum, Rufus Fairchild, Rufus Fairchild, Zogbaum, 
W2400038, Bennet, Robert Ames, Robert Ames, Bennet, 
W24000380, Stead, Robert J. C., Robert J. C., Stead, 
W24000381, Colborne, Elizabeth, Elizabeth, Colborne, 
W24000382, Burnand, F. C. (Francis Cowley), F. C. (Francis Cowley), Burnand, 
W24000383, Flom, George T. (George Tobias), George T. (George Tobias), Flom, 
W24000384, Child, Francis James, Francis James, Child, 
W24000385, Philip, Alexander, Alexander, Philip, 
W24000386, Thorpe, William Henry, William Henry, Thorpe, 
W24000387, Hunt, Lynn Bogue, Lynn Bogue, Hunt, 
W24000388, Stock, Ralph, Ralph, Stock, 
W24000389, Herbert, Robert Gaston, Robert Gaston, Herbert, 
W2400039, True, Allen Tupper, Allen Tupper, True, 
W24000390, Beach, Charles Amory, Charles Amory, Beach, 
W24000391, Myers, William Starr, William Starr, Myers, 
W24000392, Coolidge, Dane, Dane, Coolidge, 
W24000393, Gage, George W., George W., Gage, 
W24000394, Paul, Eden, Eden, Paul, 
W24000395, Paul, Cedar, Cedar, Paul, 
W24000396, Rolland, Romain, Romain, Rolland, 
W24000397, Pike, H. Lee M. (Henry Lee Mitchell), H. Lee M. (Henry Lee Mitchell), Pike, 
W24000398, Bridgman, L. J. (Lewis Jesse), L. J. (Lewis Jesse), Bridgman, 
W24000399, Lawrence Radiation Laboratory, Lawrence, Radiation Laboratory, 
W240004, Loti, Pierre, Pierre, Loti, 
W2400040, Tombo, Rudolf, Rudolf, Tombo, 
W24000400, Evarts, Hal G. (Hal George), Hal G. (Hal George), Evarts, 
W24000401, Steedman, Amy, Amy, Steedman, 
W24000402, Smollett, T. (Tobias), T. (Tobias), Smollett, 
W24000403, Casement, Roger, Roger, Casement, 
W24000404, Chesnutt, Charles W. (Charles Waddell), Charles W. (Charles Waddell), Chesnutt, 
W24000405, Emerson, Willis George, Willis George, Emerson, 
W24000406, Kayme, Sargent, Sargent, Kayme, 
W24000407, Knight, Alice J., Alice J., Knight, 
W24000408, Altsheler, Joseph A. (Joseph Alexander), Joseph A. (Joseph Alexander), Altsheler, 
W24000409, Macfarlane, J., J., Macfarlane, 
W2400041, Dürer, Albrecht, Albrecht, Dürer, 
W24000410, Turner, Ethel Sybil, Ethel Sybil, Turner, 
W24000411, Pattee, George K., George K., Pattee, 
W24000412, Hind, C. Lewis (Charles Lewis), C. Lewis (Charles Lewis), Hind, 
W24000413, Bell, Clara, Clara, Bell, 
W24000414, Munroe, Kirk, Kirk, Munroe, 
W24000415, Tilden, J. H. (John Henry), J. H. (John Henry), Tilden, 
W24000416, Paget, Walter, Walter, Paget, 
W24000417, Paget, H. M. (Henry Marriott), H. M. (Henry Marriott), Paget, 
W24000418, Weyman, Stanley John, Stanley John, Weyman, 
W24000419, Coppinger, Joseph, Joseph, Coppinger, 
W2400042, Morley, Henry, Henry, Morley, 
W24000420, Barnes, Earl, Earl, Barnes, 
W24000421, Conant, J. E. (Judson Eber), J. E. (Judson Eber), Conant, 
W24000422, Boswell, James, James, Boswell, 
W24000423, Brownlie, John, John, Brownlie, 
W24000424, Hartley, John, John, Hartley, 
W24000425, Carpenter, Minnie Lindsay Rowell, Minnie Lindsay Rowell, Carpenter, 
W24000426, Adams, John G. (John Greenleaf), John G. (John Greenleaf), Adams, 
W24000427, Francis, George Henry, George Henry, Francis, 
W24000428, Wellington, Arthur Wellesley, Duke of, Arthur Wellesley, Wellington, Duke of
W24000429, Everhart, Adelaide, Adelaide, Everhart, 
W2400043, Defoe, Daniel, Daniel, Defoe, 
W24000430, Stein, Evaleen, Evaleen, Stein, 
W24000431, Eliot, Charles, Sir, Charles, Eliot, Sir
W24000432, Boettiger, Louis A. (Louis Angelo), Louis A. (Louis Angelo), Boettiger, 
W24000433, Turner, Mrs. (Elizabeth), Mrs. (Elizabeth), Turner, 
W24000434, Valera, Juan, Juan, Valera, 
W24000435, Davis, Richard Harding, Richard Harding, Davis, 
W24000436, Gibbon, Perceval, Perceval, Gibbon, 
W24000437, Foster, James H., James H., Foster, 
W24000438, Spencer, Edward, Edward, Spencer, 
W24000439, Reid, Mayne, Mayne, Reid, 
W2400044, Archer, William, William, Archer, 
W24000440, Parker, Gilbert, Gilbert, Parker, 
W24000441, Oxley, J. Macdonald (James Macdonald), J. Macdonald (James Macdonald), Oxley, 
W24000442, Williams, Effie Mae Hency, Effie Mae Hency, Williams, 
W24000443, Cooke, Maud C., Maud C., Cooke, 
W24000444, Grant, Ulysses S. (Ulysses Simpson), Ulysses S. (Ulysses Simpson), Grant, 
W24000445, Burnett, Frances Hodgson, Frances Hodgson, Burnett, 
W24000446, Benson, Arthur Christopher, Arthur Christopher, Benson, 
W24000447, Esher, Reginald Baliol Brett, Viscount, Reginald Baliol Brett, Esher, Viscount
W24000448, Victoria, Queen of Great Britain, Queen of Great Britain, Victoria, 
W24000449, Kingsbury, Carlton A., Mrs., Carlton A., Kingsbury, Mrs.
W2400045, Holmes, George Charles Vincent, Sir, George Charles Vincent, Holmes, Sir
W24000450, About, Edmond, Edmond, About, 
W24000451, Otis, James, James, Otis, 
W24000452, Andrews, William, William, Andrews, 
W24000453, Radcliffe, John Netten, John Netten, Radcliffe, 
W24000454, Gaffer Black Beard, Gaffer, Black Beard, 
W24000455, Roy, Lillian Elizabeth, Lillian Elizabeth, Roy, 
W24000456, Donat, Josef, Josef, Donat, 
W24000457, Hope, Laura Lee, Laura Lee, Hope, 
W24000458, Raymond, Percy E. (Percy Edward), Percy E. (Percy Edward), Raymond, 
W24000459, Chambers, Robert W. (Robert William), Robert W. (Robert William), Chambers, 
W2400046, Benson, E. F. (Edward Frederic), E. F. (Edward Frederic), Benson, 
W24000460, Runkle, Lucia Isabella Gilbert, Lucia Isabella Gilbert, Runkle, 
W24000461, Warner, Charles Dudley, Charles Dudley, Warner, 
W24000462, Warner, George H., George H., Warner, 
W24000463, Shute, A. B., A. B., Shute, 
W24000464, North, Sterling, Sterling, North, 
W24000465, Hawthorne, Nathaniel, Nathaniel, Hawthorne, 
W24000466, Stead, Richard, Richard, Stead, 
W24000467, Hug, Lina, Lina, Hug, 
W24000468, Willing, Thomson, Thomson, Willing, 
W24000469, Bailey, L. H. (Liberty Hyde), L. H. (Liberty Hyde), Bailey, 
W2400047, Hichborn, Franklin, Franklin, Hichborn, 
W24000470, Schreiner, Olive, Olive, Schreiner, 
W24000471, Jepson, Edgar, Edgar, Jepson, 
W24000472, Cerruti, Giovanni Battista, Giovanni Battista, Cerruti, 
W24000473, Sanpietro, I. Stone, I. Stone, Sanpietro, 
W24000474, Vandercook, Margaret, Margaret, Vandercook, 
W24000475, Meade, L. T., L. T., Meade, 
W24000476, Jewitt, John Rodgers, John Rodgers, Jewitt, 
W24000477, Brown, Robert, Robert, Brown, 
W24000478, Dumas, Alexandre, Alexandre, Dumas, 
W24000479, Russell, George William, George William, Russell, 
W2400048, Fiske, John, John, Fiske, 
W24000480, Acland, John Edward, John Edward, Acland, 
W24000481, Schell, Frederic B., Frederic B., Schell, 
W24000482, Clark, Charles Heber, Charles Heber, Clark, 
W24000483, Frost, A. B. (Arthur Burdett), A. B. (Arthur Burdett), Frost, 
W24000484, Goldsmith, Lewis, Lewis, Goldsmith, 
W24000485, Blackmore, R. D. (Richard Doddridge), R. D. (Richard Doddridge), Blackmore, 
W24000486, Mullen, Stanley, Stanley, Mullen, 
W24000487, Scott, Evelyn, Evelyn, Scott, 
W24000488, Ritchie, Anna Cora Ogden Mowatt, Anna Cora Ogden Mowatt, Ritchie, 
W24000489, Trollope, Frances Eleanor, Frances Eleanor, Trollope, 
W2400049, Stevenson, Robert Louis, Robert Louis, Stevenson, 
W24000490, Motley, John Lothrop, John Lothrop, Motley, 
W24000491, Ludens, Magnus, Magnus, Ludens, 
W24000492, Carryl, Charles E. (Charles Edward), Charles E. (Charles Edward), Carryl, 
W24000493, Emshwiller, Ed, Ed, Emshwiller, 
W24000494, Shaara, Michael, Michael, Shaara, 
W24000495, Whishaw, Frederick, Frederick, Whishaw, 
W24000496, Trollope, Thomas Adolphus, Thomas Adolphus, Trollope, 
W24000497, Dechmann, Louis, Louis, Dechmann, 
W24000498, Herrick, Robert, Robert, Herrick, 
W24000499, Webb, Robert G., Robert G., Webb, 
W240005, Riley, James Whitcomb, James Whitcomb, Riley, 
W2400050, Lang, Andrew, Andrew, Lang, 
W24000500, Leigh, Oliver Herbrand Gordon, Oliver Herbrand Gordon, Leigh, 
W24000501, Fleming, William F., William F., Fleming, 
W24000502, Garner, R. L. (Richard Lynch), R. L. (Richard Lynch), Garner, 
W24000503, Stobart, M. A. (Mabel Annie), M. A. (Mabel Annie), Stobart, 
W24000504, Howells, William Dean, William Dean, Howells, 
W24000505, Bell, George, George, Bell, 
W24000506, Chappell, George S. (George Shepard), George S. (George Shepard), Chappell, 
W24000507, Kent, Rockwell, Rockwell, Kent, 
W24000508, Wolff, Henry W. (Henry William), Henry W. (Henry William), Wolff, 
W24000509, Bowling, John (Novelist), John (Novelist), Bowling, 
W2400051, Lee, Vernon, Vernon, Lee, 
W24000510, Jones, Bence, Bence, Jones, 
W24000511, Henty, G. A. (George Alfred), G. A. (George Alfred), Henty, 
W24000512, Walsh, James J. (James Joseph), James J. (James Joseph), Walsh, 
W24000513, Chase, Josephine, Josephine, Chase, 
W24000514, Little, Mary Wallace Bundy, Mary Wallace Bundy, Little, 
W24000515, Becke, Louis, Louis, Becke, 
W24000516, Inchbald, Mrs., Mrs., Inchbald, 
W24000517, Strachey, Lytton, Lytton, Strachey, 
W24000518, Burt, Nathaniel Clark, Nathaniel Clark, Burt, 
W24000519, Sabatini, Rafael, Rafael, Sabatini, 
W2400052, Allen, Grant, Grant, Allen, 
W24000520, Hardwick, J. C. (John Charlton), J. C. (John Charlton), Hardwick, 
W24000521, Richards, Harriet Roosevelt, Harriet Roosevelt, Richards, 
W24000522, Myers, Jane Pentzer, Jane Pentzer, Myers, 
W24000523, Spicer, William A., William A., Spicer, 
W24000524, Meek, S. P. (Sterner St. Paul), S. P. (Sterner St. Paul), Meek, 
W24000525, Brooks, Van Wyck, Van Wyck, Brooks, 
W24000526, Baring-Gould, S. (Sabine), S. (Sabine), Baring-Gould, 
W24000527, Marriage, Ellen, Ellen, Marriage, 
W24000528, Long, William J. (William Joseph), William J. (William Joseph), Long, 
W24000529, Turner, Robert, Robert, Turner, 
W2400053, Hayes, Clair W. (Clair Wallace), Clair W. (Clair Wallace), Hayes, 
W24000530, Browne, Hablot Knight, Hablot Knight, Browne, 
W24000531, Lever, Charles James, Charles James, Lever, 
W24000532, Fosdick, Harry Emerson, Harry Emerson, Fosdick, 
W24000533, Holme, C. Geoffrey (Charles Geoffrey), C. Geoffrey (Charles Geoffrey), Holme, 
W24000534, Cundall, H. M. (Herbert Minton), H. M. (Herbert Minton), Cundall, 
W24000535, McGuinn, Roger, Roger, McGuinn, 
W24000536, Todhunter, John, John, Todhunter, 
W24000537, Benson, Stella, Stella, Benson, 
W24000538, Brooks, Amy, Amy, Brooks, 
W24000539, Wells, Amos R. (Amos Russel), Amos R. (Amos Russel), Wells, 
W2400054, Hume, Fergus, Fergus, Hume, 
W24000540, Bigongiari, Dino, Dino, Bigongiari, 
W24000541, Gentile, Giovanni, Giovanni, Gentile, 
W24000542, Croce, Benedetto, Benedetto, Croce, 
W24000543, Tocqueville, Alexis de, Alexis de, Tocqueville, 
W24000544, Reeve, Henry, Henry, Reeve, 
W24000545, Glazier, Willard W., Willard W., Glazier, 
W24000546, Vance, Louis Joseph, Louis Joseph, Vance, 
W24000547, Vay, Péter, Péter, Vay, 
W24000548, Taylor, Bayard, Bayard, Taylor, 
W24000549, Taylor, Marie Hansen, Marie Hansen, Taylor, 
W2400055, Muybridge, Eadweard, Eadweard, Muybridge, 
W24000550, Wheeler, Charles G. (Charles Gardner), Charles G. (Charles Gardner), Wheeler, 
W24000551, Brooks, Elbridge S. (Elbridge Streeter), Elbridge S. (Elbridge Streeter), Brooks, 
W24000552, Pocock, Roger, Roger, Pocock, 
W24000553, Hensley, Joe L., Joe L., Hensley, 
W24000554, Stacpoole, H. De Vere (Henry De Vere), H. De Vere (Henry De Vere), Stacpoole, 
W24000555, Carr, Annie Roe, Annie Roe, Carr, 
W24000556, Abbott, Jacob, Jacob, Abbott, 
W2400056, Ballantyne, R. M. (Robert Michael), R. M. (Robert Michael), Ballantyne, 
W2400057, King, Charles, Charles, King, 
W2400058, Davis, James J. (James John), James J. (James John), Davis, 
W2400059, Dearmer, Percy, Percy, Dearmer, 
W240006, Vawter, Will, Will, Vawter, 
W2400060, Powell, E. Alexander (Edward Alexander), E. Alexander (Edward Alexander), Powell, 
W2400061, Patchin, Frank Gee, Frank Gee, Patchin, 
W2400062, Smith, Alexander, Alexander, Smith, 
W2400063, Wiles, Frank, Frank, Wiles, 
W2400064, Brazil, Angela, Angela, Brazil, 
W2400065, Kingston, William Henry Giles, William Henry Giles, Kingston, 
W2400066, Little, Norman, Norman, Little, 
W2400067, Ward, Grady, Grady, Ward, 
W2400068, Fuseli, Henry, Henry, Fuseli, 
W2400069, Knowles, John, John, Knowles, 
W240007, Alfriend, Frank H. (Frank Heath), Frank H. (Frank Heath), Alfriend, 
W2400070, Seaman, Augusta Huiell, Augusta Huiell, Seaman, 
W2400071, Edwards, George Wharton, George Wharton, Edwards, 
W2400072, Stevenson, Augusta, Augusta, Stevenson, 
W2400073, Keyes, Frances Parkinson, Frances Parkinson, Keyes, 
W2400074, Ritchie, David G. (David George), Mrs., David G. (David George), Ritchie, Mrs.
W2400075, Horne, Charles F. (Charles Francis), Charles F. (Charles Francis), Horne, 
W2400076, Long, C. C., C. C., Long, 
W2400077, Bennett, Arnold, Arnold, Bennett, 
W2400078, Patten, William, William, Patten, 
W2400079, Hoffmann, E. T. A. (Ernst Theodor Amadeus), E. T. A. (Ernst Theodor Amadeus), Hoffmann, 
W240008, Edgeworth, Maria, Maria, Edgeworth, 
W2400080, Kingsley, Charles, Charles, Kingsley, 
W2400081, Logan, John Alexander, John Alexander, Logan, 
W2400082, Matthews, Franklin, Franklin, Matthews, 
W2400083, Reuterdahl, Henry, Henry, Reuterdahl, 
W2400084, Schoonmaker, Edwin Davies, Edwin Davies, Schoonmaker, 
W2400085, Moodie, Susanna, Susanna, Moodie, 
W2400086, Hartley, Cecil B., Cecil B., Hartley, 
W2400087, Brebner, Percy James, Percy James, Brebner, 
W2400088, Stevens, Doris, Doris, Stevens, 
W2400089, Brereton, F. S. (Frederick Sadleir), F. S. (Frederick Sadleir), Brereton, 
W240009, Warner, Agnes, Agnes, Warner, 
W2400090, Cuneo, Cyrus, Cyrus, Cuneo, 
W2400091, Gairdner, James, James, Gairdner, 
W2400092, Vizetelly, Ernest Alfred, Ernest Alfred, Vizetelly, 
W2400093, Zola, Émile, Émile, Zola, 
W2400094, Lytton, Edward Bulwer Lytton, Baron, Edward Bulwer Lytton, Lytton, Baron
W2400095, Lear, Edward, Edward, Lear, 
W2400096, Nankivell, Edward J. (Edward James), Edward J. (Edward James), Nankivell, 
W2400097, Stratemeyer, Edward, Edward, Stratemeyer, 
W2400098, Mitford, Bertram, Bertram, Mitford, 
W2400099, Adams, Andy, Andy, Adams, 
X245001, Knapp, Shepherd, Shepherd, Knapp, 
X2450010, Cooper, John Gilbert, John Gilbert, Cooper, 
X24500100, Fitch, Clyde, Clyde, Fitch, 
X24500101, McNeile, H. C. (Herman Cyril), H. C. (Herman Cyril), McNeile, 
X24500102, Newman, John Henry, John Henry, Newman, 
X24500103, Bower, B. M., B. M., Bower, 
X24500104, Millay, Edna St. Vincent, Edna St. Vincent, Millay, 
X24500105, Furman, E. A., E. A., Furman, 
X24500106, Fiske, James, James, Fiske, 
X24500107, Brown, George William, George William, Brown, 
X24500108, Pepys, Samuel, Samuel, Pepys, 
X24500109, Braybrooke, Richard Griffin, Baron, Richard Griffin, Braybrooke, Baron
X2450011, Cohen, Ralph, Ralph, Cohen, 
X24500110, Wheatley, Henry B. (Henry Benjamin), Henry B. (Henry Benjamin), Wheatley, 
X24500111, Bright, Mynors, Mynors, Bright, 
X24500112, Holinshed, Raphael, Raphael, Holinshed, 
X24500113, Garis, Howard Roger, Howard Roger, Garis, 
X24500114, Wisa, Louis, Louis, Wisa, 
X24500115, Darwin, Charles, Charles, Darwin, 
X24500116, Chesterton, G. K. (Gilbert Keith), G. K. (Gilbert Keith), Chesterton, 
X24500117, Grey, George, Sir, George, Grey, Sir
X24500118, Thicknesse, Philip, Philip, Thicknesse, 
X24500119, Gibson, Joe, Joe, Gibson, 
X2450012, Duffield, J. W., J. W., Duffield, 
X24500120, Watson, John F. (John Fanning), John F. (John Fanning), Watson, 
X24500121, Smith, J. Jay (John Jay), J. Jay (John Jay), Smith, 
X24500122, Howard, Robert E. (Robert Ervin), Robert E. (Robert Ervin), Howard, 
X24500123, Appleton, Victor, Victor, Appleton, 
X24500124, Austen, Jane, Jane, Austen, 
X24500125, McGuinn, Roger, Roger, McGuinn, 
X24500126, White, Ramy Allison, Ramy Allison, White, 
X24500127, Hastings, Howard L. (Howard Livingston), Howard L. (Howard Livingston), Hastings, 
X24500128, Zangwill, Israel, Israel, Zangwill, 
X24500129, Gladstone, W. E. (William Ewart), W. E. (William Ewart), Gladstone, 
X2450013, Motley, John Lothrop, John Lothrop, Motley, 
X24500130, O'Brien, William, William, O'Brien, 
X24500131, Colt, Oliver C., Oliver C., Colt, 
X24500132, Daudet, Alphonse, Alphonse, Daudet, 
X24500133, Vigny, Alfred de, Alfred de, Vigny, 
X24500134, Fretwell, John, John, Fretwell, 
X24500135, Dixon, Thomas, Thomas, Dixon, 
X24500136, Marchand, J. N., J. N., Marchand, 
X24500137, Richardson, James D. (James Daniel), James D. (James Daniel), Richardson, 
X24500138, Cleveland, Grover, Grover, Cleveland, 
X24500139, Ballantyne, R. M. (Robert Michael), R. M. (Robert Michael), Ballantyne, 
X2450014, Francis, Dick, Dick, Francis, 
X24500140, Austin, Henry, Henry, Austin, 
X24500141, Twain, Mark, Mark, Twain, 
X24500142, Potter, Beatrix, Beatrix, Potter, 
X24500143, Stacpoole, William Henry, William Henry, Stacpoole, 
X24500144, Reynolds, L. Major, L. Major, Reynolds, 
X24500145, Baker, Willard F., Willard F., Baker, 
X24500146, Chase, Rhoda, Rhoda, Chase, 
X24500147, Mitchell, Lebbeus, Lebbeus, Mitchell, 
X24500148, Walsh, George E., George E., Walsh, 
X24500149, Andrews, William, William, Andrews, 
X2450015, Del Rey, Lester, Lester, Del Rey, 
X24500150, Weyman, Stanley John, Stanley John, Weyman, 
X24500151, Mackintosh, James, Sir, James, Mackintosh, Sir
X24500152, Green, Anna Katharine, Anna Katharine, Green, 
X24500153, Garrett, Randall, Randall, Garrett, 
X24500154, Felter, John D., John D., Felter, 
X24500155, Mathews, Joanna H. (Joanna Hooe), Joanna H. (Joanna Hooe), Mathews, 
X24500156, Keyes, Hervey, Hervey, Keyes, 
X24500157, Williamson, Jack, Jack, Williamson, 
X24500158, Wertenbaker, Thomas Jefferson, Thomas Jefferson, Wertenbaker, 
X24500159, Murray, David Christie, David Christie, Murray, 
X2450016, Holley, Marietta, Marietta, Holley, 
X24500160, Lord, Eleazar, Eleazar, Lord, 
X24500161, Mathews, R. H. (Robert Hamilton), R. H. (Robert Hamilton), Mathews, 
X24500162, Besant, Annie, Annie, Besant, 
X24500163, Freas, Kelly, Kelly, Freas, 
X24500164, Bragdon, Claude Fayette, Claude Fayette, Bragdon, 
X24500165, Sidgwick, Frank, Frank, Sidgwick, 
X24500166, Blackmore, R. D. (Richard Doddridge), R. D. (Richard Doddridge), Blackmore, 
X24500167, Rait, Robert S. (Robert Sangster), Robert S. (Robert Sangster), Rait, 
X24500168, Chapman, Allen, Allen, Chapman, 
X24500169, Wrong, George McKinnon, George McKinnon, Wrong, 
X2450017, Bell, George, George, Bell, 
X24500170, Chapais, Thomas, Thomas, Chapais, 
X24500171, Langton, H. H. (Hugh Hornby), H. H. (Hugh Hornby), Langton, 
X24500172, Eastman, Max, Max, Eastman, 
X24500173, Ludwig, Edward W., Edward W., Ludwig, 
X24500174, Orban, Paul, Paul, Orban, 
X24500175, Safford, Mary J., Mary J., Safford, 
X24500176, Ebers, Georg, Georg, Ebers, 
X24500177, Fillmore, Parker, Parker, Fillmore, 
X24500178, Van Everen, Jay, Jay, Van Everen, 
X24500179, Erasmus, Desiderius, Desiderius, Erasmus, 
X2450018, Alden, Cecil, Cecil, Alden, 
X24500180, Rohmer, Sax, Sax, Rohmer, 
X24500181, Jacobs, W. W. (William Wymark), W. W. (William Wymark), Jacobs, 
X24500182, Prince, Samuel Henry, Samuel Henry, Prince, 
X24500183, Caldwell, Willie Walker, Willie Walker, Caldwell, 
X24500184, Merrill, Frank T., Frank T., Merrill, 
X24500185, Gunnison, Charles A., Charles A., Gunnison, 
X24500186, Cary, Elisabeth Luther, Elisabeth Luther, Cary, 
X24500187, Bates, Joseph, Joseph, Bates, 
X24500188, Frost, John, John, Frost, 
X24500189, Tomlinson, Everett T. (Everett Titsworth), Everett T. (Everett Titsworth), Tomlinson, 
X2450019, Maeterlinck, Maurice, Maurice, Maeterlinck, 
X24500190, Bryant, Sara Cone, Sara Cone, Bryant, 
X24500191, De Forest, John William, John William, De Forest, 
X24500192, Howells, William Dean, William Dean, Howells, 
X24500193, Richmond, Grace S. (Grace Smith), Grace S. (Grace Smith), Richmond, 
X24500194, Cumberland, Barlow, Barlow, Cumberland, 
X24500195, Moody, Dwight Lyman, Dwight Lyman, Moody, 
X24500196, Marquis, Reina Melcher, Reina Melcher, Marquis, 
X24500197, Sherman, Harold M. (Harold Morrow), Harold M. (Harold Morrow), Sherman, 
X24500198, Le Queux, William, William, Le Queux, 
X24500199, Lansing, Robert, Robert, Lansing, 
X245002, Widgery, Alban G. (Alban Gregory), Alban G. (Alban Gregory), Widgery, 
X2450020, Teixeira de Mattos, Alexander, Alexander, Teixeira de Mattos, 
X24500200, Clark, John A. (John Alonzo), John A. (John Alonzo), Clark, 
X24500201, Smith, E. Boyd (Elmer Boyd), E. Boyd (Elmer Boyd), Smith, 
X24500202, Whitham, A. R. (Arthur Richard), A. R. (Arthur Richard), Whitham, 
X24500203, Robbins, Edward Mott, Edward Mott, Robbins, 
X24500204, Preston, Sydney Herman, Sydney Herman, Preston, 
X24500205, Munro, Neil, Neil, Munro, 
X24500206, Elderdice, J. Raymond, J. Raymond, Elderdice, 
X24500207, Boys, John, John, Boys, 
X24500208, Dargan, Olive Tilford, Olive Tilford, Dargan, 
X24500209, Gabel, Norman E., Norman E., Gabel, 
X2450021, Ogden, Ruth, Ruth, Ogden, 
X24500210, Webb, Robert G., Robert G., Webb, 
X24500211, Hamilton, John A. (John Arthur), John A. (John Arthur), Hamilton, 
X24500212, Bird, Isabella L. (Isabella Lucy), Isabella L. (Isabella Lucy), Bird, 
X24500213, Morrison, Arthur, Arthur, Morrison, 
X24500214, Richards, Laura Elizabeth Howe, Laura Elizabeth Howe, Richards, 
X24500215, Elliott, Maud Howe, Maud Howe, Elliott, 
X24500216, Hall, Florence Howe, Florence Howe, Hall, 
X24500217, Payn, James, James, Payn, 
X24500218, Froude, James Anthony, James Anthony, Froude, 
X24500219, Hayes, Clair W. (Clair Wallace), Clair W. (Clair Wallace), Hayes, 
X2450022, Flagg, Edmund, Edmund, Flagg, 
X24500220, Marryat, Frederick, Frederick, Marryat, 
X24500221, Noyes, Alfred, Alfred, Noyes, 
X24500222, Belloc, Hilaire, Hilaire, Belloc, 
X24500223, B. T. B. (Basil Temple Blackwood), B., T. B. (Basil Temple Blackwood), 
X24500224, Stone, Elizabeth T., Elizabeth T., Stone, 
X24500225, Walker, Charles Edward, Charles Edward, Walker, 
X24500226, Bierce, Ambrose, Ambrose, Bierce, 
X24500227, Smyth, Albert Henry, Albert Henry, Smyth, 
X24500228, Lever, Charles James, Charles James, Lever, 
X24500229, Browne, Hablot Knight, Hablot Knight, Browne, 
X2450023, Scott, Kevin, Kevin, Scott, 
X24500230, Harr, Lew Lysle, Lew Lysle, Harr, 
X24500231, Crosland, T. W. H. (Thomas William Hodgson), T. W. H. (Thomas William Hodgson), Crosland, 
X24500232, Monsell, J. R., J. R., Monsell, 
X24500233, Chambers, Robert, Robert, Chambers, 
X24500234, Hodgson, William Hope, William Hope, Hodgson, 
X24500235, Doubleday, Abner, Abner, Doubleday, 
X24500236, Stevenson, Burton Egbert, Burton Egbert, Stevenson, 
X24500237, Baldwin, James, James, Baldwin, 
X24500238, Garland, Hamlin, Hamlin, Garland, 
X24500239, Ryan, John A. (John Augustine), John A. (John Augustine), Ryan, 
X2450024, Cobb, Irvin S. (Irvin Shrewsbury), Irvin S. (Irvin Shrewsbury), Cobb, 
X24500240, Richards, R. C. (Ralph Coffin), R. C. (Ralph Coffin), Richards, 
X24500241, Inman, Henry, Henry, Inman, 
X24500242, Buffalo Bill, Buffalo, Bill, 
X24500243, New York Hospital. Society, New, York Hospital. Society, 
X24500244, R. H. (Robert Howlett), R., H. (Robert Howlett), 
X24500245, Shipp, John, John, Shipp, 
X24500246, Chichester, Henry Manners, Henry Manners, Chichester, 
X24500247, Mason, A. E. W. (Alfred Edward Woodley), A. E. W. (Alfred Edward Woodley), Mason, 
X24500248, Catullus, Gaius Valerius, Gaius Valerius, Catullus, 
X24500249, Ellis, Robinson, Robinson, Ellis, 
X2450025, Streeter, John Williams, John Williams, Streeter, 
X24500250, Hudson, Stephen, Stephen, Hudson, 
X24500251, Browne, Porter Emerson, Porter Emerson, Browne, 
X24500252, Towne, Charles Hanson, Charles Hanson, Towne, 
X24500253, Page, Thomas Nelson, Thomas Nelson, Page, 
X24500254, Ker, Marianne L. B., Marianne L. B., Ker, 
X24500255, Martin, J. A., J. A., Martin, 
X24500256, Anderson, Karen, Karen, Anderson, 
X24500257, Alloway, Mary Wilson, Mary Wilson, Alloway, 
X24500258, Watts, Isaac, Isaac, Watts, 
X24500259, Balch, William Stevens, William Stevens, Balch, 
X2450026, Beecher, Henry Ward, Henry Ward, Beecher, 
X24500260, Reeve, Sophia, Sophia, Reeve, 
X24500261, Gibson, J. W. (J. Watt), J. W. (J. Watt), Gibson, 
X24500262, Mann, Richard F., Richard F., Mann, 
X24500263, Geyer, Denton Loring, Denton Loring, Geyer, 
X24500264, Ingelow, Jean, Jean, Ingelow, 
X24500265, Doudney, Sarah, Sarah, Doudney, 
X24500266, Forbes, Henry O. (Henry Ogg), Henry O. (Henry Ogg), Forbes, 
X24500267, Gray, Arthur Herbert, Arthur Herbert, Gray, 
X24500268, Barton, Roy Franklin, Roy Franklin, Barton, 
X24500269, Riddell, J. H., Mrs., J. H., Riddell, Mrs.
X2450027, Macaulay, Thomas Babington Macaulay, Baron, Thomas Babington Macaulay, Macaulay, Baron
X24500270, Bishop, Julia Truitt, Julia Truitt, Bishop, 
X24500271, Smith, George, George, Smith, 
X24500272, Shaw, Edward R. (Edward Richard), Edward R. (Edward Richard), Shaw, 
X24500273, Bell, Clara, Clara, Bell, 
X24500274, Dalrymple, Leona, Leona, Dalrymple, 
X24500275, James, William, William, James, 
X24500276, McAfee, Cleland Boyd, Cleland Boyd, McAfee, 
X24500277, Adams, Henry, Henry, Adams, 
X24500278, Pike, G. Holden (Godfrey Holden), G. Holden (Godfrey Holden), Pike, 
X24500279, Stead, Robert J. C., Robert J. C., Stead, 
X2450028, Optic, Oliver, Oliver, Optic, 
X24500280, Romanes, George John, George John, Romanes, 
