authorID,fullName,firstName,surName,title
a0518, Brontë, Anne, Anne, Brontë, 
a0519, Brontë, Emily, Emily, Brontë, 
a052, Burbidge, Edward, Edward, Burbidge, 
a0520, Brontë, Charlotte, Charlotte, Brontë, 
a0521, Del Rey, Lester, Lester, Del Rey, 
a0522, Caulfeild, Vivian, Vivian, Caulfeild, 
a0523, Allingham, William, William, Allingham, 
a0524, Paterson, Caroline, Caroline, Paterson, 
a0525, Greenaway, Kate, Kate, Greenaway, 
a0526, Furniss, Harry, Harry, Furniss, 
a0527, Allingham, Helen Paterson, Helen Paterson, Allingham, 
a0528, Rockwood, Roy, Roy, Rockwood, 
a0529, Casserly, Gordon, Gordon, Casserly, 
a053, Kirby, John, John, Kirby, 
a0530, Bowen, Robert Sidney, Robert Sidney, Bowen, 
a0531, Samachson, Joseph, Joseph, Samachson, 
a0532, Berlioz, Hector, Hector, Berlioz, 
a0533, Reeve, Arthur B. (Arthur Benjamin), Arthur B. (Arthur Benjamin), Reeve, 
a0534, Beaumont, Grace, Grace, Beaumont, 
a0535, Serkoff, Vera, Countess, Vera, Serkoff, Countess
a0536, Methuen & Co., Methuen, & Co., 
a0537, Gregory, Jackson, Jackson, Gregory, 
a0538, Weymouth, Richard Francis, Richard Francis, Weymouth, 
a0539, Wood-Allen, Mary, Mary, Wood-Allen, 
a054, Gilbert, Clinton W. (Clinton Wallace), Clinton W. (Clinton Wallace), Gilbert, 
a0540, Punshon, E. R. (Ernest Robertson), E. R. (Ernest Robertson), Punshon, 
a0541, Bond, Nelson Slade, Nelson Slade, Bond, 
a0542, Hulbert, Archer Butler, Archer Butler, Hulbert, 
a0543, Knaresbrough Rail-Way Committee (Knaresborough, England), England), Knaresbrough Rail-Way Committee (Knaresborough, 
a0544, Hugo, Victor, Victor, Hugo, 
a0545, Sheard, Virna, Virna, Sheard, 
a0546, Thurston, Edgar, Edgar, Thurston, 
a0547, Rangachari, K., K., Rangachari, 
a0548, Stead, W. T. (William Thomas), W. T. (William Thomas), Stead, 
a0549, Stead, Estelle W. (Estelle Wilson), Estelle W. (Estelle Wilson), Stead, 
a055, Johnson, James Weldon, James Weldon, Johnson, 
a0550, Hall, Bolton, Bolton, Hall, 
a0551, Treanor, Thomas Stanley, Thomas Stanley, Treanor, 
a0552, Casson, Herbert Newton, Herbert Newton, Casson, 
a0553, Terhune, Albert Payson, Albert Payson, Terhune, 
a0554, Wenzell, A. B. (Albert Beck), A. B. (Albert Beck), Wenzell, 
a0555, Phillips, David Graham, David Graham, Phillips, 
a0556, Jerome, Jerome K. (Jerome Klapka), Jerome K. (Jerome Klapka), Jerome, 
a0557, Smith, F. G. (Frederick George), F. G. (Frederick George), Smith, 
a0558, Earle, Alice Morse, Alice Morse, Earle, 
a056, Bailey, Roy Rutherford, Roy Rutherford, Bailey, 
a057, Wessolowski, Hans Waldemar, Hans Waldemar, Wessolowski, 
a058, Smith, E. E. (Edward Elmer), E. E. (Edward Elmer), Smith, 
a059, Lord, John, John, Lord, 
a06, Marks, Winston K., Winston K., Marks, 
a060, Bassett, Sara Ware, Sara Ware, Bassett, 
a061, Gates, Burton N. (Burton Noble), Burton N. (Burton Noble), Gates, 
a062, Williams, Lida Myrtle, Lida Myrtle, Williams, 
a063, Marmor, Arnold, Arnold, Marmor, 
a064, Eshbach, Lloyd Arthur, Lloyd Arthur, Eshbach, 
a065, Peterson, Henry, Henry, Peterson, 
a066, Pyle, Howard, Howard, Pyle, 
a067, Zangwill, Louis, Louis, Zangwill, 
a068, Ingersoll, Robert Green, Robert Green, Ingersoll, 
a069, Parker, Lewis, Lewis, Parker, 
a07, Ballantyne, R. M. (Robert Michael), R. M. (Robert Michael), Ballantyne, 
a070, Stewart, F. A. (Frank Algernon), F. A. (Frank Algernon), Stewart, 
a071, Fenn, George Manville, George Manville, Fenn, 
a072, Sainte-Foi, Charles, Charles, Sainte-Foi, 
a073, Knyvett, R. Hugh (Reginald Hugh), R. Hugh (Reginald Hugh), Knyvett, 
a074, Fletcher, Alice C. (Alice Cunningham), Alice C. (Alice Cunningham), Fletcher, 
a075, Ebers, Georg, Georg, Ebers, 
a076, Bell, Clara, Clara, Bell, 
a077, Reeve, Sophia, Sophia, Reeve, 
a078, Grey, Zane, Zane, Grey, 
a079, Yonge, Charlotte M. (Charlotte Mary), Charlotte M. (Charlotte Mary), Yonge, 
a08, Lever, Charles James, Charles James, Lever, 
a080, Cody, H. A. (Hiram Alfred), H. A. (Hiram Alfred), Cody, 
a081, Ker, W. P. (William Paton), W. P. (William Paton), Ker, 
a082, Morris, Corbyn, Corbyn, Morris, 
a083, Clifford, James L. (James Lowry), James L. (James Lowry), Clifford, 
a084, Widger, David, David, Widger, 
a085, Twain, Mark, Mark, Twain, 
a086, Lang, Andrew, Andrew, Lang, 
a087, Johns, C. H. W. (Claude Hermann Walter), C. H. W. (Claude Hermann Walter), Johns, 
a088, Coppée, François, François, Coppée, 
a089, Burnham, Clara Louise, Clara Louise, Burnham, 
a09, Wheeler, Edward J., Edward J., Wheeler, 
a090, Proctor, Warren, Warren, Proctor, 
a091, Humphreys, John H., John H., Humphreys, 
a092, Hirst, Francis Wrigley, Francis Wrigley, Hirst, 
a093, MacKenzie, Compton, Compton, MacKenzie, 
a094, McGee, Thomas D'Arcy, Thomas D'Arcy, McGee, 
a095, Putnam, G. R. (George Rockwell), G. R. (George Rockwell), Putnam, 
a096, James, G. P. R. (George Payne Rainsford), G. P. R. (George Payne Rainsford), James, 
a097, Yard, Robert Sterling, Robert Sterling, Yard, 
a098, Optic, Oliver, Oliver, Optic, 
a099, Sessions, Frederick, Frederick, Sessions, 
b5001, Opie, Amelia, Amelia, Opie, 
b50010, Mason, R. Osgood (Rufus Osgood), R. Osgood (Rufus Osgood), Mason, 
b500100, Dunn, J. Allan, (Joseph Allan), J. Allan, Dunn, (Joseph Allan)
b500101, Billings, Hammatt, Hammatt, Billings, 
b500102, Dickens, Charles, Charles, Dickens, 
b500103, Fowler, Frank, Frank, Fowler, 
b500104, Davies, Mary Carolyn, Mary Carolyn, Davies, 
b500105, Cue, Harold James, Harold James, Cue, 
b500106, Krehbiel, Henry Edward, Henry Edward, Krehbiel, 
b500107, Thayer, Alexander Wheelock, Alexander Wheelock, Thayer, 
b500108, Burnand, F. C. (Francis Cowley), F. C. (Francis Cowley), Burnand, 
b500109, Trollope, Anthony, Anthony, Trollope, 
b50011, Cunningham, Charles Henry, Charles Henry, Cunningham, 
b500110, Hayes, Clair W. (Clair Wallace), Clair W. (Clair Wallace), Hayes, 
b500111, Mitton, G. E. (Geraldine Edith), G. E. (Geraldine Edith), Mitton, 
b500112, Newell, R. H. (Robert Henry), R. H. (Robert Henry), Newell, 
b500113, Boothby, Guy, Guy, Boothby, 
b500114, Lytton, Edward Bulwer Lytton, Baron, Edward Bulwer Lytton, Lytton, Baron
b500115, Cullum, Ridgwell, Ridgwell, Cullum, 
b500116, Cook, Edward Tyas, Sir, Edward Tyas, Cook, Sir
b500117, Waugh, Alec, Alec, Waugh, 
b500118, Smith, Francis Hopkinson, Francis Hopkinson, Smith, 
b500119, Knight, William Angus, William Angus, Knight, 
b50012, Bell, Clara, Clara, Bell, 
b500120, Wordsworth, William, William, Wordsworth, 
b500121, Black, William, William, Black, 
b500122, Orczy, Emmuska Orczy, Baroness, Emmuska Orczy, Orczy, Baroness
b500123, Dods, Marcus, Marcus, Dods, 
b500124, Alger, Horatio, Jr., Horatio, Alger, Jr.
b500125, Wraxall, Lascelles, Sir, Lascelles, Wraxall, Sir
b500126, Aimard, Gustave, Gustave, Aimard, 
b500127, Collins, Wilkie, Wilkie, Collins, 
b500128, Chisholm, Addie, Addie, Chisholm, 
b500129, Stoker, Bram, Bram, Stoker, 
b50013, Ebers, Georg, Georg, Ebers, 
b500130, Inchbald, Mrs., Mrs., Inchbald, 
b500131, Reynolds, Frederick, Frederick, Reynolds, 
b500132, Wann, Harry Vincent, Harry Vincent, Wann, 
b500133, Cao, Xueqin, Xueqin, Cao, 
b500134, Joly, H. Bencraft, H. Bencraft, Joly, 
b500135, Cholmondeley, Mary, Mary, Cholmondeley, 
b500136, Gilman, Charlotte Perkins, Charlotte Perkins, Gilman, 
b500137, Van Dyke, John Charles, John Charles, Van Dyke, 
b500138, Betts, Lillian William, Lillian William, Betts, 
b500139, Nelson, Horatio Nelson, Viscount, Horatio Nelson, Nelson, Viscount
b50014, Napoli, Vincent, Vincent, Napoli, 
b500140, Martineau, Harriet, Harriet, Martineau, 
b500141, Stoddard, Lothrop, Lothrop, Stoddard, 
b500142, Marks, Percy, Percy, Marks, 
b500143, Wister, Owen, Owen, Wister, 
b500144, Dante Alighieri, Dante, Alighieri, 
b500145, Longfellow, Henry Wadsworth, Henry Wadsworth, Longfellow, 
b500146, Meredith, George, George, Meredith, 
b500147, Code, Mary L., Mary L., Code, 
b500148, Hudson, W. H. (William Henry), W. H. (William Henry), Hudson, 
b500149, Matthews, Stanley R., Stanley R., Matthews, 
b50015, Piper, H. Beam, H. Beam, Piper, 
b500150, Bramah, Ernest, Ernest, Bramah, 
b500151, Irwin, Will, Will, Irwin, 
b500152, Goodkind, Ben, Ben, Goodkind, 
b500153, Dunbar-Nelson, Alice Moore, Alice Moore, Dunbar-Nelson, 
b500154, Garis, Lilian, Lilian, Garis, 
b500155, Carlyle, Thomas, Thomas, Carlyle, 
b500156, Stephenson, Andrew, Andrew, Stephenson, 
b500157, Stringer, Arthur, Arthur, Stringer, 
b500158, Dunn, Harvey, Harvey, Dunn, 
b500159, Webster, Frank V., Frank V., Webster, 
b50016, Burns, Robert, Robert, Burns, 
b500160, Lambert, Edward, Edward, Lambert, 
b500161, McCutcheon, George Barr, George Barr, McCutcheon, 
b500162, Brown, Henry W., Henry W., Brown, 
b500163, Preyer, William T., William T., Preyer, 
b500164, Wodehouse, P. G. (Pelham Grenville), P. G. (Pelham Grenville), Wodehouse, 
b500165, Rockwell, Carey, Carey, Rockwell, 
b500166, Glanzman, Louis, Louis, Glanzman, 
b500167, Ley, Willy, Willy, Ley, 
b500168, Wolf, Lucien, Lucien, Wolf, 
b500169, James, Henry, Henry, James, 
b50017, Miller, Harry L., Harry L., Miller, 
b500170, Craine, E. J. (Edith Janice), E. J. (Edith Janice), Craine, 
b500171, Oppenheim, L. (Lassa), L. (Lassa), Oppenheim, 
b500172, Morris, William, William, Morris, 
b500173, Davis, Richard Harding, Richard Harding, Davis, 
b500174, Thompson, A. Hamilton (Alexander Hamilton), A. Hamilton (Alexander Hamilton), Thompson, 
b500175, Haggard, H. Rider (Henry Rider), H. Rider (Henry Rider), Haggard, 
b500176, Birch, Reginald Bathurst, Reginald Bathurst, Birch, 
b500177, Dalrymple, Leona, Leona, Dalrymple, 
b500178, Crile, George Washington, George Washington, Crile, 
b500179, Burr, Jane, Jane, Burr, 
b50018, Hartley, Dick, Dick, Hartley, 
b500180, Merriman, Henry Seton, Henry Seton, Merriman, 
b500181, Le Fanu, Joseph Sheridan, Joseph Sheridan, Le Fanu, 
b500182, Steedman, Amy, Amy, Steedman, 
b500183, Phillips, Hugh, Hugh, Phillips, 
b500184, Hayden, Arthur, Arthur, Hayden, 
b500185, Mapes, Victor, Victor, Mapes, 
b500186, Hudson's Bay Company, Hudson's, Bay Company, 
b500187, Hobart, George V. (George Vere), George V. (George Vere), Hobart, 
b500188, Seitz, Don Carlos, Don Carlos, Seitz, 
b500189, London, Jack, Jack, London, 
b50019, Kirby-Parrish, L., L., Kirby-Parrish, 
b500190, Ball, Charles, Charles, Ball, 
b500191, Besant, Walter, Walter, Besant, 
b500192, O'Brien, Seumas, Seumas, O'Brien, 
b500193, Wrenn, Charles L. (Charles Lewis), Charles L. (Charles Lewis), Wrenn, 
b500194, Lerrigo, Charles Henry, Charles Henry, Lerrigo, 
b500195, Perkins, Thomas, Rev., Thomas, Perkins, Rev.
b500196, Lardner, Ring, Ring, Lardner, 
b500197, Biggs, William, William, Biggs, 
b500198, Ware, William, William, Ware, 
b500199, Andreyev, Leonid, Leonid, Andreyev, 
b5002, Christian, W. E., W. E., Christian, 
b50020, Ormsby, John, John, Ormsby, 
b500200, Zilboorg, Gregory, Gregory, Zilboorg, 
b500201, Parker, Gilbert, Gilbert, Parker, 
b500202, Healy, William, William, Healy, 
b500203, Healy, Mary Tenney, Mary Tenney, Healy, 
b500204, Motley, John Lothrop, John Lothrop, Motley, 
b500205, Fuller, Anna, Anna, Fuller, 
b500206, Moore, Emma G., Emma G., Moore, 
b500207, Butler, Samuel, Samuel, Butler, 
b500208, Boyer, Ralph L. (Ralph Ludwig), Ralph L. (Ralph Ludwig), Boyer, 
b500209, McIntyre, John Thomas, John Thomas, McIntyre, 
b50021, Cervantes Saavedra, Miguel de, Miguel de, Cervantes Saavedra, 
b500210, Emerson, Alice B., Alice B., Emerson, 
b500211, Bailey, Temple, Temple, Bailey, 
b500212, Stephens, Alice Barber, Alice Barber, Stephens, 
b500213, Hood, Tom, Tom, Hood, 
b500214, Bacon, Leonard, Leonard, Bacon, 
b500215, Rose, R. Selden (Robert Selden), R. Selden (Robert Selden), Rose, 
b500216, Chester, George Randolph, George Randolph, Chester, 
b500217, Sheldon, Charles M., Charles M., Sheldon, 
b500218, Ingersoll, Robert Green, Robert Green, Ingersoll, 
b500219, Perry, Nora, Nora, Perry, 
b50022, Doré, Gustave, Gustave, Doré, 
b500220, Merrill, Frank T., Frank T., Merrill, 
b500221, Smith, Francis Asbury, Francis Asbury, Smith, 
b500222, Barry, Etheldred B. (Etheldred Breeze), Etheldred B. (Etheldred Breeze), Barry, 
b500223, Freeman, Mary Eleanor Wilkins, Mary Eleanor Wilkins, Freeman, 
b500224, Kingston, William Henry Giles, William Henry Giles, Kingston, 
b500225, Miller, Stephen, Stephen, Miller, 
b500226, Robertson, T., T., Robertson, 
b500227, Ferber, Edna, Edna, Ferber, 
b500228, Dorset, Catherine Ann Turner, Catherine Ann Turner, Dorset, 
b500229, Butler, Ellis Parker, Ellis Parker, Butler, 
b50023, Bryant, Lorinda Munson, Lorinda Munson, Bryant, 
b500230, Woodhull, John F. (John Francis), John F. (John Francis), Woodhull, 
b500231, Alcott, Louisa May, Louisa May, Alcott, 
b500232, Baum, L. Frank (Lyman Frank), L. Frank (Lyman Frank), Baum, 
b500233, Weyman, Stanley John, Stanley John, Weyman, 
b500234, Holland, Rupert Sargent, Rupert Sargent, Holland, 
b500235, Thomson, Will, Will, Thomson, 
b500236, Jefferies, Richard, Richard, Jefferies, 
b500237, Murray, Samuel, Samuel, Murray, 
b500238, May, Sophie, Sophie, May, 
b500239, Ewing, Juliana Horatia Gatty, Juliana Horatia Gatty, Ewing, 
b50024, Raine, William MacLeod, William MacLeod, Raine, 
b500240, Coombs, Francis Lovell, Francis Lovell, Coombs, 
b500241, Cook, Eliza, Eliza, Cook, 
b500242, Humphrey, Lizbeth Bullock, Lizbeth Bullock, Humphrey, 
b500243, Leech, John, John, Leech, 
b500244, Stimpson, Herbert Baird, Herbert Baird, Stimpson, 
b500245, Fawcett, Edgar, Edgar, Fawcett, 
b500246, Jewell, F., F., Jewell, 
b500247, Summers, Leo, Leo, Summers, 
b500248, Hall, James R., James R., Hall, 
b500249, Zola, Émile, Émile, Zola, 
b50025, Burnett, Alfred, Alfred, Burnett, 
b500250, Vizetelly, Ernest Alfred, Ernest Alfred, Vizetelly, 
b500251, Potter, Beatrix, Beatrix, Potter, 
b500252, Hawthorne, Julian, Julian, Hawthorne, 
b500253, Rohrer, Steve, Steve, Rohrer, 
b500254, Maag, Carl R., Carl R., Maag, 
b500255, James, G. P. R. (George Payne Rainsford), G. P. R. (George Payne Rainsford), James, 
b500256, Yonge, Charlotte M. (Charlotte Mary), Charlotte M. (Charlotte Mary), Yonge, 
b500257, Jackson, Helen Hunt, Helen Hunt, Jackson, 
b500258, Widdemer, Margaret, Margaret, Widdemer, 
b500259, Boggs, Sara Elisabeth Siegrist, Sara Elisabeth Siegrist, Boggs, 
b50026, Jameson, J. Franklin (John Franklin), J. Franklin (John Franklin), Jameson, 
b500260, Jókai, Mór, Mór, Jókai, 
b500261, Provost, Charles Hope, Charles Hope, Provost, 
b500262, Cooper, Susan Fenimore, Susan Fenimore, Cooper, 
b500263, Cooper, James Fenimore, James Fenimore, Cooper, 
b500264, Breckenridge, Gerald, Gerald, Breckenridge, 
b500265, Ward, Artemus, Artemus, Ward, 
b500266, Leonard, R. M. (Robert Maynard), R. M. (Robert Maynard), Leonard, 
b500267, Tremaine, Frederick Orlin, Frederick Orlin, Tremaine, 
b500268, Ferguson, Donald, Donald, Ferguson, 
b500269, Bowen, Robert Sidney, Robert Sidney, Bowen, 
b50027, Lee, Sidney, Sir, Sidney, Lee, Sir
b500270, Lane, Edward William, Edward William, Lane, 
b500271, Lane-Poole, Stanley, Stanley, Lane-Poole, 
b500272, Jones, J. Knox, J. Knox, Jones, 
b500273, Gurney, Eliza Paul, Eliza Paul, Gurney, 
b500274, Burke, Thomas, Thomas, Burke, 
b500275, Holt, Emily Sarah, Emily Sarah, Holt, 
b500276, Caruthers, William Alexander, William Alexander, Caruthers, 
b500277, Graves, Robert, Robert, Graves, 
b500278, Forester, Fanny, Fanny, Forester, 
b500279, Meade, L. T., L. T., Meade, 
b50028, Goldsmith, Wallace, Wallace, Goldsmith, 
b500280, Eggleston, Edward, Edward, Eggleston, 
b500281, Boylan, R. Dillon, R. Dillon, Boylan, 
b500282, Schiller, Friedrich, Friedrich, Schiller, 
b500283, Scott, Evelyn, Evelyn, Scott, 
b500284, Hardy, Paul, Paul, Hardy, 
b500285, Bente, F. (Friedrich), F. (Friedrich), Bente, 
b500286, Jennings, Frederick Charles, Frederick Charles, Jennings, 
b500287, Widger, David, David, Widger, 
b500288, Bell, George, George, Bell, 
b500289, Wright, Peter, Peter, Wright, 
b50029, Consolation Club, Consolation, Club, 
b500290, France, Anatole, Anatole, France, 
b500291, Campbell, J. Duncan, (James Duncan), J. Duncan, Campbell, (James Duncan)
b500292, Darwin, Charles, Charles, Darwin, 
b500293, Atkinson, William Walker, William Walker, Atkinson, 
b500294, Colton, Calvin, Calvin, Colton, 
b500295, Thompson, Stith, Stith, Thompson, 
b500296, Newton, Cosette Faust, Cosette Faust, Newton, 
b500297, Lutz, Henry F. (Henry Frey), Henry F. (Henry Frey), Lutz, 
b500298, Leinster, Murray, Murray, Leinster, 
b500299, McGuire, John Joseph, John Joseph, McGuire, 
b5003, Keightley, Thomas, Thomas, Keightley, 
b50030, Fern, Fanny, Fanny, Fern, 
b500300, Watson, Kate Heintz, Kate Heintz, Watson, 
b500301, Bose, Jagadis Chandra, Jagadis Chandra, Bose, 
b500302, Rose, Temi, Temi, Rose, 
b500303, Shaw, Bernard, Bernard, Shaw, 
b500304, Quiller-Couch, Arthur, Arthur, Quiller-Couch, 
b500305, Bullett, Gerald, Gerald, Bullett, 
b500306, Seymour, R., R., Seymour, 
b500307, Hervey, Thomas K., Thomas K., Hervey, 
b500308, Culpeper, Josephine, Josephine, Culpeper, 
b500309, Baerlein, Henry, Henry, Baerlein, 
b50031, Hughes, James L. (James Laughlin), James L. (James Laughlin), Hughes, 
b500310, Dau, W. H. T. (William Herman Theodore), W. H. T. (William Herman Theodore), Dau, 
b500311, Curtis, William Eleroy, William Eleroy, Curtis, 
b500312, Lecky, William Edward Hartpole, William Edward Hartpole, Lecky, 
b500313, Abbott, John S. C. (John Stevens Cabot), John S. C. (John Stevens Cabot), Abbott, 
b500314, Diaz, Abby Morton, Abby Morton, Diaz, 
b500315, Lowe, Samuel E. (Samuel Edward), Samuel E. (Samuel Edward), Lowe, 
b500316, Bourne, Edward Gaylord, Edward Gaylord, Bourne, 
b500317, Robertson, James Alexander, James Alexander, Robertson, 
b500318, Blair, Emma Helen, Emma Helen, Blair, 
b500319, Wallace, Dillon, Dillon, Wallace, 
b50032, Reid, Mayne, Mayne, Reid, 
b500320, Curtis, George William, George William, Curtis, 
b500321, Pinkerton, Allan, Allan, Pinkerton, 
b500322, Wright, Thomas, Thomas, Wright, 
b500323, Ward, Humphry, Mrs., Humphry, Ward, Mrs.
b500324, Choate, Joseph Hodges, Joseph Hodges, Choate, 
b500325, Lebert, Marie, Marie, Lebert, 
b500326, Cole, Thomas R. (Thomas Raymond), Thomas R. (Thomas Raymond), Cole, 
b500327, Beamish, Richard Joseph, Richard Joseph, Beamish, 
b500328, March, Francis Andrew, Francis Andrew, March, 
b500329, White, Fred M. (Fred Merrick), Fred M. (Fred Merrick), White, 
b50033, Evans, L., L., Evans, 
b500330, Benson, Arthur Christopher, Arthur Christopher, Benson, 
b500331, Atherton, Gertrude Franklin Horn, Gertrude Franklin Horn, Atherton, 
b500332, Sutcliffe, John D., John D., Sutcliffe, 
b500333, La Fontaine, Jean de, Jean de, La Fontaine, 
b500334, O'Connell, Daniel, Daniel, O'Connell, 
b500335, Rhodes, W. H. (William Henry), W. H. (William Henry), Rhodes, 
b500336, Brazil, Angela, Angela, Brazil, 
b500337, Tenison, N. (Nell Marion), N. (Nell Marion), Tenison, 
b500338, Russell, George William Erskine, George William Erskine, Russell, 
b500339, Sandars, Mary Frances, Mary Frances, Sandars, 
b50034, Canton, William, William, Canton, 
b500340, Smith, J. Jay (John Jay), J. Jay (John Jay), Smith, 
b500341, Dean, Graham M., Graham M., Dean, 
b500342, Reed, Talbot Baines, Talbot Baines, Reed, 
b500343, Herford, Oliver, Oliver, Herford, 
b500344, Oxley, John, John, Oxley, 
b500345, Landor, Arnold Henry Savage, Arnold Henry Savage, Landor, 
b500346, Moyer, Bess, Bess, Moyer, 
b500347, Edmonds, S. Emma E. (Sarah Emma Evelyn), S. Emma E. (Sarah Emma Evelyn), Edmonds, 
b500348, Forbes, John Maxwell, John Maxwell, Forbes, 
b500349, Brandes, Georg, Georg, Brandes, 
b50035, Robinson, T. H. (Thomas Heath), T. H. (Thomas Heath), Robinson, 
b500350, Henty, G. A. (George Alfred), G. A. (George Alfred), Henty, 
b500351, Tyndale, William, William, Tyndale, 
b500352, Simson, James, James, Simson, 
b500353, Simson, Walter, Walter, Simson, 
b500354, United States. Executive Office of the President, United, States. Executive Office of the President, 
b500355, Dawson, \xc6neas MacDonell, \xc6neas MacDonell, Dawson, 
b500356, Cockerell, Douglas, Douglas, Cockerell, 
b500357, Lethaby, W. R. (William Richard), W. R. (William Richard), Lethaby, 
b500358, Rooke, Noel, Noel, Rooke, 
b500359, Bosher, Kate Langley, Kate Langley, Bosher, 
b50036, Dawson, Bertrand Edward Dawson, Viscount, Bertrand Edward Dawson, Dawson, Viscount
b500360, Spargo, John, John, Spargo, 
b500361, Follen, Eliza Lee Cabot, Eliza Lee Cabot, Follen, 
b500362, Campbell, John, John, Campbell, 
b500363, Rihani, Ameen Fares, Ameen Fares, Rihani, 
b500364, Allen, James Lane, James Lane, Allen, 
b500365, Ivanowski, Sigismond de, Sigismond de, Ivanowski, 
b500366, Douglas, Alan, Captain, Alan, Douglas, Captain
b500367, Whittaker, Thomas, Thomas, Whittaker, 
b500368, Barnfield, Richard, Richard, Barnfield, 
b500369, Halliwell-Phillipps, J. O. (James Orchard), J. O. (James Orchard), Halliwell-Phillipps, 
